instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,23920,34,1,3600.157,3600.035,10.43,9.714285714285714,2.3286741316262413e7,8.307900306274725e6,2.3286741316262413e7
11,24402,41,1,3600.149,3600.087,10.654,8.875,1.5870275997912716e7,6.885189750141246e6,1.5870275997912716e7
12,23060,31,1,3600.001,3600.042,13.356,9.833333333333334,1.956270689645353e7,7.0382484173846e6,1.9681988076863516e7
13,24050,36,1,3600.212,3600.075,9.961,11.285714285714285,2.4666194985802677e7,8.6334549329142e6,2.4666194985802673e7
14,25992,39,1,3600.161,3600.045,9.712,10.5,2.1164588407332793e7,8.491674889322277e6,2.1164588407332797e7
15,23248,28,1,3600.186,3600.029,10.357,10.8,2.134936774713909e7,6.999964529106738e6,2.134936774713909e7
16,25244,35,1,3600.223,3600.06,10.076,11.5,2.2022823619037822e7,7.220891178208077e6,2.202282361903782e7
17,20963,37,1,3600.033,3600.065,12.727,10.0,1.9372216846974783e7,7.308594530873276e6,1.9372216846974783e7
18,22577,36,1,3600.005,3600.106,13.417,11.6,2.095477221514644e7,8.041463620387064e6,2.095477221514644e7
19,25536,36,1,3600.095,3600.057,9.952,9.166666666666666,1.741353864721584e7,6.415784914961729e6,1.7413538647215843e7
1,26178,33,1,3600.077,3600.029,11.582,12.600001594561633,2.02628260473599e7,7.9828134665348865e6,2.0262826047359906e7
20,25868,36,1,3600.212,3600.069,10.199,11.800000001280011,2.122793530704389e7,7.788116701703117e6,2.1227935307043895e7
21,23584,36,1,3600.07,3600.038,10.253,13.142857144271431,2.7358676144571036e7,9.284746475930236e6,2.7358676144571036e7
22,25004,35,1,3600.17,3600.084,12.072,8.000000000900002,1.657057633025472e7,5.876825830593067e6,1.6570576330254719e7
23,25376,44,1,3600.026,3600.107,10.131,11.166666666666666,1.810189724257906e7,7.172660785712587e6,1.810189724257906e7
24,27337,40,1,3600.183,3600.042,20.253,9.199999999999998,1.5657292358062223e7,6.285295505736677e6,1.5657292358062226e7
25,26220,39,1,3600.001,3600.087,10.116,8.666666666666666,1.3993792541624034e7,5.799901659661944e6,1.3993792541624032e7
26,23571,31,1,3600.023,3600.582,10.821,11.600000000000001,2.1226774264846735e7,7.719424335709446e6,2.1226774264846735e7
