instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,30303,55,1,3600.096,3600.044,9.941,8.142857142857144,2.3286741316262413e7,1.082538342203244e7,2.3286741316262413e7
11,32684,50,1,3600.19,3600.072,10.165,7.142857142857142,1.5870275997912716e7,8.51873323408959e6,1.5870275997912716e7
12,30402,49,1,3600.155,3600.059,9.556,8.5,1.9681988076863516e7,9.304700790814523e6,1.9681988076863516e7
13,29637,51,1,3600.031,3600.023,9.541,10.571428571428577,2.4666194985802677e7,1.060674489687493e7,2.4666194985802673e7
14,33173,53,1,3600.019,3600.043,9.034,12.0,2.1164588407332793e7,1.001242525909943e7,2.1164588407332797e7
15,31420,54,1,3600.174,3600.053,9.081,8.600000000960002,2.134936774713909e7,1.0033253935134554e7,2.134936774713909e7
16,31348,49,1,3600.071,3600.068,9.298,10.4,2.2022823619037822e7,9.386999546188438e6,2.202282361903782e7
17,31997,52,1,3600.127,3600.037,9.577,10.166666666666666,1.9372216846974783e7,9.280314971860066e6,1.9372216846974783e7
18,27649,48,1,3600.017,3600.077,10.769,9.0,2.0954772215146437e7,1.0112386124858454e7,2.095477221514644e7
19,26428,50,1,3600.149,3600.036,9.726,7.500000000850001,1.741353864721584e7,8.36330530091163e6,1.7413538647215843e7
1,32831,56,1,3600.166,3600.052,9.183,8.5,2.02628260473599e7,1.031612271239846e7,2.0262826047359906e7
20,26368,50,1,3600.054,3600.045,11.652,9.5,2.122793530704389e7,9.797788887159975e6,2.1227935307043895e7
21,25154,57,1,3600.023,3600.038,10.531,12.0,2.7358676144571036e7,1.21320247493783e7,2.7358676144571036e7
22,30011,54,1,3600.031,3600.055,9.347,6.714285714285715,1.657057633025472e7,7.992436100716548e6,1.6570576330254719e7
23,29834,54,1,3600.171,3600.071,10.232,8.0,1.810189724257906e7,9.222014056785157e6,1.810189724257906e7
24,27057,63,1,3600.153,3600.065,9.524,8.5,1.5657292358062223e7,8.049945858019303e6,1.5657292358062226e7
25,27534,56,1,3600.097,3600.059,9.355,7.2,1.3993792541624034e7,7.312467650194546e6,1.3993792541624032e7
26,30581,57,1,3600.079,3600.019,10.479,7.999999999999997,2.122677426484674e7,1.013143657479246e7,2.1226774264846735e7
27,31005,52,1,3600.119,3600.057,10.33,9.833333333333332,2.1335751931783985e7,1.2845580192306371e7,2.133575193178399e7
28,26145,48,1,3600.152,3600.058,10.708,8.714285714285714,1.9986732980411146e7,8.729949425594082e6,1.998673298041115e7
29,26776,49,1,3600.046,3600.066,10.324,9.333333335764708,1.8649274432141673e7,8.703191234243238e6,1.8649274432141677e7
2,31291,62,1,3600.04,3600.055,9.485,8.6,1.5152066702086143e7,7.282517154055602e6,1.5152066702086143e7
30,27551,56,1,3600.107,3600.058,8.836,9.375,1.9968585281847328e7,9.190431103087666e6,1.9968585281847328e7
31,29704,56,1,3600.174,3600.165,10.399,6.600000000000001,1.3491731265130566e7,6.476711602729917e6,1.3491731265130566e7
32,29605,46,1,3600.152,3600.056,10.323,7.666666666666666,1.679136538197044e7,7.604345382306956e6,1.6791365381970443e7
33,30482,49,1,3600.169,3600.049,10.028,7.75,1.8758754034785554e7,8.1834923784124125e6,1.8758754034785554e7
34,32519,56,1,3600.186,3600.05,9.605,8.0,1.4844520235222008e7,7.983928706113313e6,1.4844520235222012e7
35,29257,56,1,3600.032,3600.028,11.266,10.000000001100005,2.894819641671272e7,1.2665365392434914e7,2.894819641671272e7
36,30809,52,1,3600.173,3600.052,10.563,10.60000000284976,2.1484647821136218e7,9.832614465696232e6,2.1484647821136214e7
37,26809,49,1,3600.158,3600.076,9.907,10.0,2.153491770650269e7,1.0272615987334158e7,2.1534917706502695e7
38,26968,56,1,3600.001,3600.075,10.964,6.333333333333332,1.9341089907167528e7,9.606874047666859e6,1.934108990716753e7
39,31885,57,1,3600.137,3600.033,9.832,7.28571428571429,1.3203291401549008e7,7.8797876815573545e6,1.320329140154901e7
3,32730,50,1,3600.115,3600.026,9.327,7.333333333333336,1.4327406806882747e7,7.341523530974801e6,1.432740680688275e7
40,31897,52,1,3600.097,3600.023,9.516,8.999999999999993,1.808635961296585e7,7.886614564408156e6,1.8086359612965845e7
41,31729,53,1,3600.071,3600.083,10.433,8.2,1.6547143656877717e7,8.010193243404703e6,1.6547143656877715e7
