AllocationInstance([6.0 25.0 46.0 58.0 61.0 67.0; 23.0 34.0 58.0 77.0 85.0 90.0], [20.0 25.0 29.0 33.0 35.0 46.0 55.0 58.0 58.0 60.0 68.0 72.0 84.0 86.0 91.0; 1.0 10.0 11.0 31.0 39.0 42.0 49.0 59.0 64.0 65.0 71.0 71.0 72.0 74.0 76.0], 79.0, [100.0, 64.0, 39.0, 46.0, 78.0, 43.0, 11.0, 15.0, 81.0, 42.0, 60.0, 63.0, 64.0, 77.0, 8.0], 0.1)
AllocationInstance([5.0 6.0 13.0 33.0 54.0 70.0; 21.0 35.0 68.0 69.0 79.0 94.0], [8.0 16.0 17.0 21.0 25.0 39.0 40.0 42.0 55.0 58.0 61.0 75.0 87.0 92.0 100.0; 12.0 14.0 17.0 17.0 46.0 49.0 66.0 69.0 69.0 70.0 77.0 78.0 80.0 88.0 95.0], 84.0, [84.0, 32.0, 58.0, 73.0, 96.0, 93.0, 43.0, 94.0, 44.0, 28.0, 7.0, 21.0, 70.0, 46.0, 57.0], 0.1)
AllocationInstance([6.0 12.0 65.0 81.0 91.0 92.0; 12.0 27.0 32.0 55.0 55.0 94.0], [7.0 12.0 15.0 31.0 31.0 36.0 37.0 38.0 42.0 51.0 52.0 59.0 62.0 70.0 70.0; 1.0 1.0 1.0 14.0 18.0 38.0 58.0 60.0 65.0 71.0 74.0 77.0 84.0 85.0 100.0], 62.0, [59.0, 6.0, 74.0, 61.0, 22.0, 18.0, 39.0, 12.0, 46.0, 42.0, 22.0, 87.0, 46.0, 39.0, 56.0], 0.1)
AllocationInstance([23.0 24.0 41.0 46.0 56.0 78.0; 8.0 52.0 52.0 72.0 73.0 95.0], [1.0 13.0 13.0 15.0 16.0 24.0 25.0 27.0 39.0 41.0 52.0 52.0 88.0 88.0 98.0; 2.0 11.0 13.0 31.0 39.0 41.0 42.0 48.0 52.0 59.0 70.0 79.0 82.0 87.0 100.0], 69.0, [17.0, 98.0, 75.0, 68.0, 21.0, 87.0, 47.0, 25.0, 4.0, 81.0, 2.0, 7.0, 35.0, 61.0, 67.0], 0.1)
AllocationInstance([30.0 49.0 70.0 76.0 90.0 99.0; 16.0 24.0 38.0 48.0 66.0 80.0], [1.0 8.0 25.0 30.0 35.0 36.0 38.0 43.0 51.0 61.0 64.0 73.0 73.0 81.0 98.0; 9.0 20.0 20.0 23.0 27.0 30.0 31.0 34.0 46.0 49.0 50.0 50.0 64.0 82.0 99.0], 79.0, [38.0, 73.0, 1.0, 64.0, 36.0, 84.0, 72.0, 6.0, 17.0, 84.0, 35.0, 60.0, 80.0, 61.0, 84.0], 0.1)
AllocationInstance([8.0 14.0 14.0 21.0 31.0 70.0; 13.0 40.0 59.0 80.0 94.0 94.0], [13.0 24.0 29.0 30.0 34.0 37.0 39.0 49.0 59.0 68.0 70.0 73.0 75.0 87.0 97.0; 1.0 6.0 17.0 37.0 37.0 54.0 69.0 72.0 78.0 79.0 79.0 85.0 88.0 90.0 92.0], 87.0, [10.0, 86.0, 86.0, 85.0, 57.0, 100.0, 39.0, 57.0, 58.0, 76.0, 47.0, 53.0, 39.0, 69.0, 10.0], 0.1)
AllocationInstance([29.0 39.0 58.0 60.0 65.0 89.0; 13.0 21.0 27.0 40.0 52.0 65.0], [6.0 9.0 23.0 42.0 43.0 52.0 53.0 55.0 62.0 68.0 71.0 81.0 95.0 96.0 100.0; 24.0 42.0 45.0 54.0 57.0 65.0 65.0 66.0 73.0 81.0 83.0 91.0 95.0 100.0 100.0], 83.0, [95.0, 58.0, 47.0, 56.0, 37.0, 12.0, 87.0, 43.0, 89.0, 50.0, 85.0, 85.0, 17.0, 59.0, 13.0], 0.1)
AllocationInstance([1.0 62.0 73.0 83.0 86.0 99.0; 10.0 62.0 68.0 73.0 84.0 95.0], [9.0 20.0 28.0 38.0 44.0 54.0 61.0 61.0 67.0 68.0 69.0 74.0 76.0 87.0 96.0; 1.0 7.0 12.0 13.0 14.0 15.0 21.0 28.0 42.0 44.0 51.0 58.0 78.0 80.0 96.0], 69.0, [53.0, 7.0, 52.0, 46.0, 60.0, 31.0, 1.0, 30.0, 30.0, 92.0, 12.0, 94.0, 13.0, 100.0, 75.0], 0.1)
AllocationInstance([13.0 29.0 58.0 66.0 86.0 91.0; 46.0 50.0 55.0 61.0 82.0 100.0], [5.0 6.0 9.0 27.0 28.0 34.0 39.0 40.0 52.0 58.0 71.0 94.0 94.0 95.0 96.0; 6.0 32.0 40.0 44.0 47.0 56.0 58.0 60.0 81.0 83.0 88.0 89.0 92.0 92.0 96.0], 76.0, [46.0, 26.0, 3.0, 23.0, 52.0, 52.0, 83.0, 55.0, 22.0, 61.0, 100.0, 42.0, 84.0, 65.0, 51.0], 0.1)
AllocationInstance([9.0 14.0 22.0 66.0 77.0 85.0; 7.0 14.0 51.0 54.0 70.0 99.0], [1.0 11.0 18.0 24.0 27.0 27.0 39.0 42.0 43.0 49.0 56.0 60.0 62.0 76.0 85.0; 10.0 11.0 12.0 26.0 44.0 48.0 49.0 51.0 56.0 60.0 77.0 78.0 82.0 83.0 93.0], 89.0, [39.0, 90.0, 98.0, 33.0, 64.0, 60.0, 92.0, 54.0, 83.0, 14.0, 93.0, 35.0, 11.0, 31.0, 100.0], 0.1)
AllocationInstance([15.0 21.0 44.0 47.0 64.0 99.0; 9.0 10.0 11.0 22.0 27.0 35.0], [3.0 7.0 8.0 15.0 17.0 32.0 32.0 40.0 57.0 62.0 71.0 82.0 85.0 86.0 97.0; 6.0 9.0 14.0 16.0 18.0 18.0 26.0 30.0 47.0 48.0 56.0 69.0 72.0 83.0 89.0], 72.0, [46.0, 49.0, 77.0, 22.0, 23.0, 69.0, 9.0, 29.0, 24.0, 54.0, 86.0, 61.0, 66.0, 36.0, 75.0], 0.1)
