AllocationInstance([3.0 14.0 52.0 52.0 67.0 72.0 89.0 93.0; 7.0 13.0 18.0 55.0 63.0 70.0 91.0 96.0], [3.0 6.0 16.0 20.0 22.0 23.0 32.0 35.0 49.0 56.0 60.0 70.0 75.0 76.0 80.0 86.0 90.0 91.0 91.0 96.0; 3.0 11.0 21.0 24.0 25.0 27.0 28.0 31.0 33.0 37.0 42.0 49.0 54.0 62.0 62.0 68.0 75.0 76.0 76.0 86.0], 103.0, [11.0, 68.0, 98.0, 8.0, 92.0, 80.0, 48.0, 23.0, 67.0, 39.0, 24.0, 55.0, 13.0, 6.0, 80.0, 54.0, 98.0, 65.0, 79.0, 30.0], 0.1)
AllocationInstance([15.0 23.0 28.0 58.0 73.0 78.0 82.0 93.0; 14.0 30.0 37.0 47.0 48.0 75.0 93.0 98.0], [7.0 10.0 11.0 16.0 26.0 28.0 29.0 31.0 32.0 46.0 50.0 55.0 59.0 59.0 63.0 79.0 81.0 83.0 86.0 93.0; 5.0 7.0 13.0 30.0 52.0 52.0 56.0 58.0 59.0 61.0 61.0 62.0 63.0 70.0 72.0 73.0 79.0 92.0 92.0 94.0], 113.0, [35.0, 69.0, 74.0, 69.0, 30.0, 15.0, 52.0, 96.0, 18.0, 71.0, 50.0, 5.0, 50.0, 41.0, 79.0, 100.0, 85.0, 72.0, 72.0, 50.0], 0.1)
AllocationInstance([37.0 47.0 52.0 52.0 62.0 71.0 73.0 89.0; 15.0 27.0 50.0 57.0 64.0 71.0 81.0 99.0], [6.0 9.0 13.0 38.0 38.0 41.0 47.0 47.0 51.0 53.0 55.0 63.0 65.0 68.0 71.0 84.0 85.0 88.0 91.0 92.0; 1.0 11.0 18.0 29.0 40.0 42.0 47.0 50.0 55.0 57.0 60.0 63.0 64.0 65.0 72.0 79.0 82.0 89.0 92.0 100.0], 114.0, [42.0, 55.0, 17.0, 23.0, 79.0, 94.0, 36.0, 8.0, 68.0, 72.0, 77.0, 81.0, 5.0, 82.0, 25.0, 51.0, 62.0, 95.0, 81.0, 89.0], 0.1)
AllocationInstance([11.0 25.0 42.0 62.0 65.0 74.0 82.0 93.0; 4.0 13.0 16.0 19.0 37.0 43.0 69.0 95.0], [1.0 4.0 12.0 14.0 19.0 25.0 30.0 30.0 35.0 41.0 65.0 69.0 76.0 85.0 85.0 88.0 90.0 92.0 96.0 97.0; 7.0 11.0 12.0 15.0 16.0 23.0 30.0 32.0 43.0 56.0 64.0 66.0 68.0 69.0 75.0 88.0 90.0 96.0 97.0 98.0], 89.0, [12.0, 15.0, 49.0, 62.0, 10.0, 36.0, 42.0, 22.0, 28.0, 61.0, 79.0, 81.0, 16.0, 89.0, 9.0, 12.0, 87.0, 34.0, 72.0, 81.0], 0.1)
AllocationInstance([1.0 16.0 30.0 33.0 35.0 74.0 77.0 99.0; 4.0 8.0 16.0 40.0 54.0 66.0 70.0 99.0], [3.0 4.0 15.0 15.0 36.0 41.0 43.0 57.0 57.0 57.0 63.0 66.0 69.0 79.0 79.0 81.0 82.0 85.0 89.0 92.0; 1.0 1.0 3.0 6.0 23.0 26.0 35.0 35.0 38.0 44.0 48.0 51.0 61.0 66.0 68.0 72.0 80.0 95.0 96.0 99.0], 80.0, [10.0, 88.0, 42.0, 53.0, 15.0, 2.0, 79.0, 20.0, 28.0, 17.0, 90.0, 32.0, 14.0, 77.0, 64.0, 1.0, 100.0, 48.0, 2.0, 22.0], 0.1)
AllocationInstance([16.0 41.0 43.0 47.0 74.0 76.0 77.0 98.0; 4.0 13.0 50.0 53.0 63.0 75.0 81.0 89.0], [2.0 3.0 7.0 20.0 21.0 41.0 42.0 46.0 53.0 53.0 59.0 59.0 62.0 77.0 77.0 80.0 80.0 84.0 85.0 89.0; 10.0 38.0 43.0 45.0 46.0 50.0 53.0 54.0 56.0 59.0 62.0 69.0 76.0 78.0 82.0 82.0 83.0 85.0 92.0 94.0], 118.0, [84.0, 71.0, 33.0, 53.0, 90.0, 9.0, 30.0, 93.0, 80.0, 99.0, 24.0, 46.0, 31.0, 86.0, 63.0, 91.0, 15.0, 43.0, 52.0, 88.0], 0.1)
AllocationInstance([31.0 41.0 53.0 58.0 66.0 81.0 89.0 99.0; 11.0 16.0 27.0 31.0 31.0 40.0 94.0 99.0], [1.0 2.0 4.0 7.0 13.0 28.0 29.0 32.0 55.0 61.0 67.0 71.0 78.0 78.0 81.0 82.0 86.0 88.0 88.0 94.0; 2.0 15.0 24.0 26.0 36.0 38.0 41.0 49.0 50.0 60.0 61.0 61.0 62.0 65.0 79.0 81.0 86.0 88.0 91.0 92.0], 89.0, [1.0, 18.0, 56.0, 91.0, 94.0, 38.0, 65.0, 28.0, 6.0, 2.0, 2.0, 95.0, 83.0, 69.0, 34.0, 32.0, 71.0, 30.0, 45.0, 35.0], 0.1)
AllocationInstance([19.0 38.0 40.0 41.0 62.0 67.0 68.0 98.0; 6.0 7.0 32.0 33.0 41.0 42.0 53.0 93.0], [1.0 1.0 11.0 19.0 22.0 22.0 27.0 30.0 32.0 39.0 39.0 44.0 57.0 57.0 70.0 79.0 82.0 83.0 91.0 98.0; 2.0 5.0 17.0 18.0 23.0 24.0 27.0 34.0 36.0 38.0 43.0 49.0 55.0 55.0 55.0 64.0 79.0 80.0 83.0 98.0], 104.0, [16.0, 61.0, 50.0, 84.0, 54.0, 63.0, 96.0, 54.0, 23.0, 50.0, 40.0, 1.0, 98.0, 52.0, 72.0, 67.0, 49.0, 76.0, 28.0, 7.0], 0.1)
AllocationInstance([17.0 31.0 34.0 48.0 68.0 69.0 70.0 86.0; 13.0 16.0 38.0 42.0 61.0 64.0 71.0 84.0], [2.0 15.0 15.0 17.0 24.0 32.0 38.0 41.0 51.0 64.0 64.0 70.0 75.0 79.0 80.0 83.0 87.0 88.0 90.0 99.0; 5.0 6.0 22.0 23.0 27.0 30.0 33.0 37.0 39.0 42.0 44.0 45.0 46.0 61.0 70.0 75.0 84.0 94.0 95.0 98.0], 100.0, [57.0, 13.0, 30.0, 55.0, 33.0, 67.0, 39.0, 50.0, 84.0, 32.0, 11.0, 76.0, 64.0, 70.0, 56.0, 68.0, 52.0, 55.0, 13.0, 76.0], 0.1)
AllocationInstance([7.0 15.0 53.0 66.0 75.0 78.0 90.0 96.0; 30.0 44.0 44.0 51.0 59.0 73.0 92.0 95.0], [4.0 6.0 9.0 11.0 16.0 17.0 17.0 25.0 26.0 39.0 51.0 52.0 56.0 58.0 79.0 82.0 89.0 97.0 99.0 99.0; 3.0 9.0 12.0 23.0 29.0 31.0 38.0 43.0 43.0 48.0 57.0 57.0 67.0 70.0 78.0 81.0 84.0 90.0 90.0 95.0], 107.0, [25.0, 75.0, 24.0, 81.0, 94.0, 38.0, 43.0, 19.0, 47.0, 64.0, 92.0, 40.0, 83.0, 5.0, 40.0, 10.0, 96.0, 76.0, 66.0, 58.0], 0.1)
