AllocationInstance([4.0 9.0 15.0 35.0 56.0 62.0 87.0 97.0; 4.0 12.0 21.0 34.0 46.0 74.0 75.0 93.0], [2.0 4.0 11.0 28.0 28.0 30.0 36.0 49.0 50.0 59.0 62.0 71.0 72.0 78.0 82.0; 21.0 24.0 31.0 49.0 50.0 57.0 57.0 58.0 58.0 63.0 81.0 83.0 91.0 96.0 99.0], 229.0, [71.0, 9.0, 11.0, 62.0, 21.0, 64.0, 75.0, 50.0, 55.0, 67.0, 88.0, 68.0, 8.0, 52.0, 65.0], 0.3)
AllocationInstance([16.0 24.0 37.0 40.0 52.0 62.0 64.0 83.0; 7.0 24.0 61.0 67.0 73.0 79.0 91.0 97.0], [4.0 4.0 8.0 10.0 31.0 46.0 54.0 59.0 69.0 72.0 76.0 83.0 86.0 90.0 98.0; 2.0 8.0 19.0 31.0 36.0 41.0 42.0 47.0 53.0 54.0 59.0 67.0 69.0 77.0 85.0], 218.0, [98.0, 20.0, 42.0, 95.0, 68.0, 47.0, 7.0, 22.0, 15.0, 64.0, 8.0, 65.0, 74.0, 4.0, 100.0], 0.3)
AllocationInstance([28.0 31.0 32.0 46.0 53.0 69.0 74.0 96.0; 4.0 9.0 15.0 25.0 69.0 73.0 74.0 93.0], [16.0 22.0 23.0 35.0 43.0 52.0 55.0 66.0 70.0 79.0 81.0 83.0 84.0 85.0 95.0; 6.0 16.0 26.0 27.0 28.0 31.0 32.0 46.0 47.0 51.0 54.0 68.0 70.0 72.0 76.0], 180.0, [47.0, 47.0, 42.0, 80.0, 49.0, 37.0, 31.0, 39.0, 68.0, 5.0, 26.0, 16.0, 46.0, 53.0, 15.0], 0.3)
AllocationInstance([22.0 35.0 36.0 36.0 36.0 38.0 94.0 100.0; 11.0 16.0 22.0 35.0 40.0 54.0 71.0 82.0], [3.0 22.0 29.0 38.0 38.0 39.0 43.0 61.0 64.0 70.0 72.0 74.0 81.0 86.0 89.0; 3.0 14.0 20.0 20.0 25.0 35.0 42.0 43.0 52.0 53.0 59.0 66.0 66.0 68.0 90.0], 186.0, [31.0, 68.0, 39.0, 12.0, 1.0, 38.0, 35.0, 70.0, 45.0, 54.0, 77.0, 9.0, 33.0, 18.0, 93.0], 0.3)
AllocationInstance([8.0 14.0 23.0 39.0 88.0 89.0 95.0 95.0; 18.0 39.0 45.0 62.0 76.0 83.0 92.0 94.0], [2.0 11.0 14.0 15.0 25.0 33.0 51.0 60.0 61.0 66.0 68.0 78.0 87.0 93.0 99.0; 9.0 11.0 15.0 18.0 21.0 22.0 31.0 35.0 46.0 53.0 61.0 73.0 90.0 93.0 97.0], 210.0, [82.0, 6.0, 56.0, 31.0, 72.0, 42.0, 35.0, 13.0, 47.0, 1.0, 83.0, 51.0, 51.0, 34.0, 97.0], 0.3)
AllocationInstance([2.0 13.0 25.0 42.0 44.0 55.0 74.0 78.0; 46.0 56.0 61.0 84.0 87.0 92.0 95.0 95.0], [5.0 12.0 16.0 19.0 27.0 35.0 39.0 45.0 59.0 70.0 83.0 84.0 84.0 88.0 96.0; 1.0 30.0 33.0 41.0 42.0 43.0 61.0 68.0 71.0 74.0 79.0 83.0 89.0 91.0 93.0], 242.0, [100.0, 7.0, 64.0, 32.0, 94.0, 22.0, 58.0, 29.0, 59.0, 89.0, 48.0, 57.0, 52.0, 82.0, 16.0], 0.3)
AllocationInstance([10.0 14.0 18.0 37.0 67.0 79.0 83.0 97.0; 9.0 10.0 43.0 44.0 47.0 69.0 77.0 90.0], [5.0 13.0 14.0 14.0 18.0 41.0 45.0 54.0 58.0 70.0 72.0 73.0 75.0 86.0 89.0; 1.0 9.0 12.0 17.0 22.0 31.0 43.0 44.0 50.0 56.0 66.0 74.0 89.0 92.0 93.0], 229.0, [29.0, 1.0, 100.0, 31.0, 30.0, 73.0, 75.0, 16.0, 61.0, 43.0, 31.0, 69.0, 46.0, 90.0, 70.0], 0.3)
AllocationInstance([3.0 8.0 30.0 34.0 38.0 58.0 99.0 100.0; 41.0 71.0 71.0 81.0 82.0 84.0 97.0 97.0], [4.0 5.0 14.0 21.0 24.0 31.0 53.0 59.0 66.0 70.0 70.0 79.0 89.0 92.0 99.0; 5.0 16.0 17.0 17.0 19.0 31.0 55.0 56.0 59.0 62.0 64.0 70.0 71.0 87.0 90.0], 264.0, [36.0, 97.0, 11.0, 76.0, 58.0, 6.0, 94.0, 47.0, 82.0, 86.0, 39.0, 18.0, 83.0, 95.0, 54.0], 0.3)
AllocationInstance([1.0 2.0 9.0 56.0 69.0 74.0 75.0 81.0; 8.0 23.0 42.0 44.0 58.0 65.0 70.0 84.0], [3.0 7.0 9.0 17.0 25.0 30.0 30.0 33.0 33.0 54.0 54.0 58.0 71.0 78.0 92.0; 11.0 14.0 16.0 17.0 23.0 30.0 30.0 38.0 48.0 76.0 78.0 78.0 83.0 87.0 91.0], 235.0, [86.0, 24.0, 67.0, 71.0, 26.0, 58.0, 68.0, 26.0, 62.0, 59.0, 79.0, 38.0, 35.0, 40.0, 47.0], 0.3)
AllocationInstance([18.0 20.0 35.0 39.0 40.0 51.0 80.0 87.0; 16.0 35.0 49.0 58.0 59.0 73.0 95.0 97.0], [6.0 16.0 20.0 25.0 36.0 40.0 63.0 71.0 71.0 71.0 85.0 86.0 92.0 92.0 97.0; 2.0 3.0 10.0 13.0 19.0 21.0 27.0 31.0 41.0 42.0 57.0 59.0 81.0 82.0 85.0], 206.0, [58.0, 47.0, 99.0, 53.0, 14.0, 18.0, 26.0, 18.0, 83.0, 70.0, 24.0, 6.0, 62.0, 89.0, 20.0], 0.3)
AllocationInstance([1.0 6.0 20.0 22.0 55.0 64.0 73.0 79.0; 3.0 26.0 27.0 33.0 58.0 64.0 69.0 85.0], [2.0 16.0 36.0 36.0 42.0 44.0 49.0 50.0 51.0 72.0 72.0 76.0 78.0 84.0 97.0; 2.0 10.0 18.0 34.0 36.0 41.0 43.0 44.0 52.0 60.0 67.0 78.0 80.0 81.0 95.0], 228.0, [3.0, 49.0, 54.0, 10.0, 75.0, 82.0, 72.0, 55.0, 11.0, 56.0, 39.0, 79.0, 71.0, 47.0, 57.0], 0.3)
AllocationInstance([6.0 21.0 30.0 30.0 39.0 40.0 59.0 93.0; 1.0 2.0 3.0 22.0 27.0 49.0 71.0 100.0], [6.0 10.0 11.0 12.0 17.0 29.0 33.0 40.0 49.0 50.0 57.0 58.0 68.0 76.0 84.0; 4.0 15.0 18.0 25.0 27.0 31.0 32.0 50.0 50.0 55.0 70.0 79.0 80.0 89.0 90.0], 256.0, [66.0, 95.0, 91.0, 70.0, 58.0, 45.0, 72.0, 11.0, 12.0, 69.0, 2.0, 57.0, 80.0, 67.0, 60.0], 0.3)
