AllocationInstance([3.0 20.0 43.0 63.0 83.0 90.0; 2.0 47.0 68.0 79.0 88.0 100.0], [16.0 33.0 47.0 53.0 58.0 60.0 64.0 68.0 74.0 74.0; 2.0 2.0 6.0 23.0 31.0 40.0 56.0 71.0 99.0 99.0], 58.0, [71.0, 64.0, 99.0, 5.0, 55.0, 73.0, 84.0, 13.0, 32.0, 93.0], 0.1)
AllocationInstance([33.0 56.0 63.0 64.0 70.0 81.0; 31.0 41.0 71.0 84.0 89.0 91.0], [1.0 5.0 39.0 41.0 45.0 50.0 54.0 71.0 84.0 86.0; 5.0 21.0 32.0 46.0 52.0 60.0 75.0 82.0 88.0 96.0], 38.0, [70.0, 12.0, 49.0, 11.0, 16.0, 93.0, 6.0, 12.0, 97.0, 20.0], 0.1)
AllocationInstance([14.0 23.0 24.0 68.0 81.0 100.0; 16.0 33.0 50.0 55.0 73.0 84.0], [6.0 19.0 20.0 22.0 24.0 26.0 27.0 43.0 55.0 79.0; 12.0 17.0 34.0 40.0 41.0 43.0 54.0 66.0 73.0 96.0], 55.0, [69.0, 1.0, 64.0, 64.0, 89.0, 65.0, 43.0, 57.0, 89.0, 14.0], 0.1)
AllocationInstance([5.0 12.0 70.0 78.0 88.0 95.0; 1.0 2.0 12.0 20.0 36.0 80.0], [9.0 9.0 17.0 45.0 48.0 49.0 59.0 73.0 87.0 97.0; 12.0 14.0 23.0 25.0 50.0 52.0 70.0 79.0 88.0 89.0], 56.0, [16.0, 100.0, 72.0, 29.0, 97.0, 53.0, 38.0, 84.0, 15.0, 59.0], 0.1)
AllocationInstance([26.0 46.0 55.0 71.0 79.0 81.0; 19.0 37.0 42.0 60.0 87.0 90.0], [4.0 25.0 30.0 43.0 57.0 65.0 66.0 96.0 97.0 99.0; 6.0 9.0 19.0 74.0 77.0 79.0 81.0 85.0 87.0 93.0], 48.0, [36.0, 41.0, 72.0, 31.0, 34.0, 19.0, 100.0, 90.0, 42.0, 24.0], 0.1)
AllocationInstance([8.0 24.0 35.0 46.0 49.0 61.0; 5.0 11.0 25.0 34.0 93.0 95.0], [1.0 2.0 18.0 32.0 39.0 59.0 69.0 71.0 89.0 100.0; 3.0 11.0 13.0 15.0 27.0 33.0 37.0 41.0 67.0 86.0], 57.0, [57.0, 63.0, 44.0, 71.0, 48.0, 38.0, 100.0, 56.0, 82.0, 17.0], 0.1)
AllocationInstance([11.0 15.0 24.0 57.0 60.0 62.0; 13.0 20.0 25.0 39.0 43.0 85.0], [9.0 9.0 28.0 35.0 51.0 51.0 55.0 72.0 81.0 98.0; 4.0 11.0 17.0 21.0 25.0 41.0 61.0 80.0 97.0 98.0], 48.0, [14.0, 39.0, 76.0, 80.0, 54.0, 36.0, 96.0, 11.0, 32.0, 43.0], 0.1)
AllocationInstance([2.0 56.0 63.0 70.0 90.0 93.0; 43.0 52.0 57.0 69.0 79.0 82.0], [7.0 44.0 44.0 45.0 66.0 74.0 82.0 87.0 87.0 97.0; 9.0 10.0 12.0 28.0 51.0 66.0 72.0 73.0 83.0 99.0], 48.0, [87.0, 80.0, 50.0, 59.0, 62.0, 2.0, 7.0, 60.0, 32.0, 46.0], 0.1)
AllocationInstance([26.0 38.0 44.0 60.0 62.0 67.0; 1.0 44.0 59.0 62.0 78.0 87.0], [19.0 32.0 33.0 55.0 57.0 65.0 74.0 76.0 88.0 97.0; 9.0 21.0 29.0 35.0 39.0 50.0 67.0 84.0 99.0 100.0], 41.0, [53.0, 1.0, 88.0, 57.0, 26.0, 53.0, 13.0, 43.0, 35.0, 41.0], 0.1)
AllocationInstance([10.0 16.0 53.0 79.0 88.0 96.0; 15.0 20.0 42.0 48.0 88.0 97.0], [6.0 14.0 19.0 21.0 23.0 51.0 64.0 64.0 65.0 91.0; 9.0 16.0 28.0 29.0 33.0 60.0 69.0 75.0 82.0 90.0], 61.0, [88.0, 21.0, 55.0, 19.0, 94.0, 66.0, 51.0, 94.0, 50.0, 78.0], 0.1)
