AllocationInstance([16.0 39.0 42.0 44.0 44.0 67.0; 8.0 14.0 22.0 32.0 72.0 85.0], [1.0 3.0 15.0 24.0 31.0 36.0 56.0 71.0 72.0 92.0; 6.0 17.0 41.0 45.0 45.0 49.0 53.0 58.0 68.0 76.0], 205.0, [65.0, 39.0, 90.0, 92.0, 99.0, 40.0, 28.0, 66.0, 81.0, 86.0], 0.3)
AllocationInstance([9.0 46.0 57.0 68.0 71.0 82.0; 8.0 32.0 39.0 46.0 81.0 94.0], [9.0 13.0 31.0 32.0 40.0 45.0 72.0 72.0 75.0 100.0; 4.0 12.0 14.0 32.0 60.0 63.0 78.0 87.0 95.0 97.0], 161.0, [81.0, 28.0, 33.0, 48.0, 64.0, 43.0, 67.0, 48.0, 47.0, 79.0], 0.3)
AllocationInstance([21.0 42.0 46.0 57.0 72.0 96.0; 6.0 18.0 63.0 70.0 95.0 99.0], [34.0 40.0 42.0 44.0 57.0 68.0 71.0 74.0 76.0 78.0; 17.0 26.0 31.0 34.0 37.0 44.0 44.0 49.0 60.0 73.0], 130.0, [1.0, 30.0, 75.0, 51.0, 70.0, 14.0, 12.0, 59.0, 60.0, 62.0], 0.3)
AllocationInstance([22.0 28.0 56.0 62.0 74.0 97.0; 28.0 52.0 65.0 68.0 75.0 76.0], [5.0 11.0 15.0 31.0 45.0 46.0 62.0 66.0 79.0 87.0; 4.0 12.0 12.0 15.0 29.0 30.0 49.0 55.0 73.0 90.0], 193.0, [78.0, 48.0, 71.0, 96.0, 76.0, 50.0, 97.0, 85.0, 5.0, 40.0], 0.3)
AllocationInstance([2.0 14.0 21.0 38.0 39.0 59.0; 23.0 31.0 72.0 73.0 89.0 93.0], [29.0 31.0 36.0 41.0 57.0 58.0 59.0 89.0 96.0 99.0; 11.0 36.0 39.0 42.0 54.0 74.0 85.0 87.0 90.0 94.0], 214.0, [94.0, 89.0, 63.0, 69.0, 94.0, 35.0, 22.0, 90.0, 67.0, 91.0], 0.3)
AllocationInstance([10.0 38.0 90.0 97.0 99.0 100.0; 5.0 28.0 42.0 43.0 80.0 91.0], [3.0 12.0 22.0 30.0 37.0 49.0 55.0 80.0 93.0 99.0; 12.0 25.0 28.0 29.0 30.0 33.0 34.0 41.0 58.0 62.0], 143.0, [10.0, 48.0, 84.0, 69.0, 24.0, 95.0, 62.0, 7.0, 21.0, 57.0], 0.3)
AllocationInstance([38.0 48.0 56.0 69.0 73.0 88.0; 6.0 16.0 21.0 35.0 69.0 95.0], [4.0 30.0 30.0 47.0 48.0 69.0 72.0 90.0 91.0 100.0; 6.0 19.0 38.0 44.0 63.0 71.0 73.0 85.0 95.0 98.0], 142.0, [35.0, 11.0, 14.0, 5.0, 36.0, 38.0, 73.0, 94.0, 87.0, 82.0], 0.3)
AllocationInstance([3.0 37.0 60.0 63.0 80.0 89.0; 28.0 31.0 49.0 71.0 92.0 93.0], [18.0 20.0 55.0 60.0 60.0 63.0 65.0 73.0 95.0 96.0; 12.0 21.0 28.0 35.0 43.0 44.0 57.0 61.0 89.0 99.0], 188.0, [89.0, 35.0, 97.0, 73.0, 100.0, 52.0, 73.0, 2.0, 13.0, 95.0], 0.3)
AllocationInstance([51.0 85.0 92.0 92.0 96.0 99.0; 9.0 10.0 24.0 57.0 63.0 98.0], [13.0 23.0 42.0 52.0 58.0 60.0 61.0 84.0 85.0 86.0; 19.0 28.0 38.0 41.0 49.0 55.0 70.0 77.0 86.0 90.0], 132.0, [41.0, 12.0, 81.0, 28.0, 16.0, 60.0, 19.0, 16.0, 98.0, 72.0], 0.3)
AllocationInstance([11.0 27.0 27.0 46.0 81.0 96.0; 13.0 38.0 53.0 72.0 87.0 93.0], [17.0 24.0 26.0 29.0 49.0 51.0 64.0 87.0 92.0 95.0; 6.0 10.0 21.0 22.0 26.0 27.0 44.0 45.0 52.0 82.0], 173.0, [10.0, 47.0, 16.0, 36.0, 99.0, 65.0, 64.0, 60.0, 87.0, 93.0], 0.3)
AllocationInstance([7.0 21.0 58.0 58.0 91.0 94.0; 17.0 19.0 69.0 85.0 87.0 89.0], [3.0 7.0 10.0 34.0 35.0 61.0 61.0 65.0 85.0 92.0; 9.0 25.0 46.0 55.0 63.0 68.0 68.0 79.0 87.0 89.0], 130.0, [40.0, 10.0, 16.0, 66.0, 17.0, 21.0, 85.0, 49.0, 55.0, 76.0], 0.3)
AllocationInstance([23.0 34.0 36.0 41.0 46.0 58.0; 7.0 24.0 59.0 66.0 94.0 99.0], [6.0 11.0 19.0 32.0 43.0 56.0 56.0 58.0 88.0 92.0; 7.0 11.0 14.0 19.0 20.0 29.0 48.0 64.0 87.0 93.0], 174.0, [30.0, 12.0, 59.0, 55.0, 48.0, 86.0, 100.0, 52.0, 71.0, 70.0], 0.3)
AllocationInstance([23.0 25.0 30.0 36.0 96.0 96.0; 21.0 24.0 32.0 64.0 81.0 87.0], [4.0 11.0 23.0 40.0 42.0 45.0 45.0 55.0 64.0 78.0; 2.0 21.0 22.0 29.0 58.0 61.0 66.0 81.0 83.0 85.0], 178.0, [95.0, 77.0, 34.0, 8.0, 70.0, 28.0, 17.0, 93.0, 100.0, 74.0], 0.3)
