AllocationInstance([27.0 34.0 79.0 96.0; 14.0 39.0 52.0 80.0], [27.0 35.0 36.0 47.0 51.0 64.0 64.0 77.0 81.0 100.0; 15.0 18.0 22.0 22.0 32.0 52.0 61.0 74.0 77.0 93.0], 158.0, [62.0, 45.0, 62.0, 6.0, 92.0, 52.0, 64.0, 49.0, 87.0, 8.0], 0.3)
AllocationInstance([18.0 86.0 90.0 100.0; 56.0 56.0 61.0 90.0], [3.0 16.0 17.0 22.0 34.0 38.0 65.0 67.0 78.0 99.0; 18.0 31.0 31.0 42.0 52.0 74.0 80.0 96.0 97.0 97.0], 166.0, [93.0, 23.0, 32.0, 91.0, 53.0, 37.0, 84.0, 2.0, 83.0, 58.0], 0.3)
AllocationInstance([14.0 16.0 30.0 66.0; 5.0 9.0 20.0 48.0], [8.0 11.0 12.0 19.0 29.0 62.0 72.0 73.0 77.0 92.0; 13.0 21.0 48.0 55.0 67.0 68.0 73.0 88.0 92.0 98.0], 136.0, [3.0, 46.0, 59.0, 90.0, 35.0, 22.0, 51.0, 53.0, 56.0, 39.0], 0.3)
AllocationInstance([1.0 34.0 58.0 93.0; 3.0 22.0 57.0 85.0], [3.0 8.0 14.0 27.0 29.0 47.0 50.0 61.0 62.0 78.0; 10.0 24.0 37.0 42.0 47.0 63.0 72.0 83.0 88.0 91.0], 116.0, [33.0, 38.0, 36.0, 58.0, 8.0, 54.0, 84.0, 5.0, 29.0, 44.0], 0.3)
AllocationInstance([7.0 30.0 75.0 88.0; 15.0 75.0 84.0 95.0], [1.0 10.0 12.0 27.0 28.0 39.0 55.0 65.0 85.0 91.0; 2.0 2.0 5.0 6.0 19.0 23.0 40.0 51.0 92.0 95.0], 123.0, [2.0, 36.0, 1.0, 80.0, 93.0, 80.0, 10.0, 67.0, 23.0, 18.0], 0.3)
AllocationInstance([14.0 45.0 73.0 100.0; 2.0 49.0 74.0 83.0], [11.0 13.0 27.0 28.0 36.0 53.0 76.0 81.0 89.0 99.0; 15.0 18.0 20.0 46.0 52.0 54.0 54.0 62.0 73.0 98.0], 198.0, [69.0, 2.0, 85.0, 74.0, 76.0, 48.0, 95.0, 67.0, 86.0, 61.0], 0.3)
AllocationInstance([14.0 20.0 44.0 79.0; 1.0 21.0 82.0 100.0], [5.0 6.0 12.0 26.0 40.0 49.0 71.0 77.0 81.0 82.0; 10.0 14.0 15.0 22.0 25.0 28.0 38.0 58.0 74.0 96.0], 138.0, [43.0, 13.0, 13.0, 68.0, 39.0, 88.0, 87.0, 4.0, 13.0, 95.0], 0.3)
AllocationInstance([8.0 37.0 40.0 56.0; 5.0 73.0 86.0 95.0], [4.0 28.0 29.0 34.0 37.0 38.0 39.0 74.0 95.0 95.0; 9.0 12.0 13.0 16.0 35.0 38.0 62.0 72.0 82.0 85.0], 128.0, [69.0, 25.0, 17.0, 90.0, 1.0, 82.0, 31.0, 62.0, 2.0, 50.0], 0.3)
AllocationInstance([11.0 17.0 42.0 53.0; 38.0 41.0 71.0 92.0], [19.0 25.0 34.0 38.0 38.0 38.0 45.0 56.0 62.0 82.0; 4.0 28.0 36.0 37.0 50.0 56.0 59.0 74.0 77.0 92.0], 149.0, [85.0, 94.0, 44.0, 79.0, 8.0, 43.0, 35.0, 13.0, 35.0, 63.0], 0.3)
AllocationInstance([17.0 31.0 86.0 92.0; 38.0 60.0 74.0 87.0], [23.0 25.0 46.0 48.0 48.0 67.0 68.0 83.0 95.0 99.0; 2.0 16.0 19.0 35.0 36.0 38.0 40.0 51.0 75.0 100.0], 185.0, [88.0, 62.0, 69.0, 87.0, 36.0, 95.0, 66.0, 16.0, 10.0, 90.0], 0.3)
AllocationInstance([35.0 36.0 58.0 98.0; 1.0 7.0 35.0 55.0], [37.0 39.0 43.0 45.0 55.0 66.0 68.0 76.0 89.0 97.0; 7.0 11.0 16.0 24.0 32.0 40.0 49.0 55.0 73.0 86.0], 145.0, [18.0, 62.0, 18.0, 97.0, 90.0, 76.0, 3.0, 62.0, 52.0, 6.0], 0.3)
AllocationInstance([29.0 30.0 74.0 100.0; 12.0 14.0 86.0 91.0], [18.0 42.0 42.0 46.0 48.0 56.0 59.0 64.0 65.0 90.0; 20.0 34.0 49.0 52.0 55.0 57.0 58.0 62.0 88.0 94.0], 177.0, [52.0, 62.0, 87.0, 54.0, 12.0, 56.0, 65.0, 88.0, 39.0, 76.0], 0.3)
AllocationInstance([18.0 37.0 58.0 84.0; 19.0 45.0 61.0 97.0], [18.0 39.0 42.0 48.0 55.0 64.0 70.0 77.0 97.0 99.0; 11.0 21.0 32.0 40.0 44.0 53.0 54.0 67.0 83.0 91.0], 164.0, [59.0, 63.0, 89.0, 15.0, 61.0, 57.0, 76.0, 16.0, 57.0, 56.0], 0.3)
AllocationInstance([3.0 58.0 74.0 74.0; 14.0 56.0 77.0 94.0], [2.0 19.0 23.0 30.0 55.0 58.0 58.0 72.0 72.0 96.0; 18.0 45.0 46.0 50.0 74.0 82.0 86.0 91.0 92.0 98.0], 130.0, [50.0, 5.0, 16.0, 95.0, 71.0, 27.0, 74.0, 41.0, 52.0, 5.0], 0.3)
AllocationInstance([6.0 24.0 30.0 60.0; 42.0 51.0 62.0 89.0], [24.0 33.0 48.0 50.0 61.0 62.0 64.0 67.0 73.0 81.0; 29.0 34.0 38.0 48.0 48.0 50.0 73.0 74.0 77.0 100.0], 146.0, [56.0, 72.0, 67.0, 89.0, 31.0, 65.0, 27.0, 15.0, 28.0, 39.0], 0.3)
AllocationInstance([21.0 26.0 45.0 99.0; 10.0 53.0 92.0 94.0], [1.0 8.0 12.0 18.0 32.0 39.0 40.0 59.0 91.0 97.0; 2.0 4.0 17.0 27.0 52.0 54.0 62.0 73.0 75.0 94.0], 167.0, [15.0, 11.0, 68.0, 100.0, 90.0, 86.0, 83.0, 64.0, 28.0, 13.0], 0.3)
AllocationInstance([31.0 55.0 57.0 80.0; 35.0 38.0 48.0 68.0], [13.0 23.0 24.0 33.0 39.0 62.0 72.0 77.0 94.0 100.0; 4.0 7.0 10.0 21.0 32.0 34.0 49.0 70.0 90.0 91.0], 148.0, [69.0, 1.0, 74.0, 92.0, 23.0, 34.0, 68.0, 61.0, 2.0, 71.0], 0.3)
AllocationInstance([18.0 86.0 90.0 100.0; 56.0 56.0 61.0 90.0], [3.0 16.0 17.0 22.0 34.0 38.0 65.0 67.0 78.0 99.0; 18.0 31.0 31.0 42.0 52.0 74.0 80.0 96.0 97.0 97.0], 166.0, [93.0, 23.0, 32.0, 91.0, 53.0, 37.0, 84.0, 2.0, 83.0, 58.0], 0.3)
AllocationInstance([10.0 20.0 32.0 87.0; 1.0 60.0 68.0 86.0], [14.0 24.0 33.0 41.0 42.0 64.0 65.0 75.0 77.0 87.0; 2.0 15.0 38.0 41.0 43.0 55.0 65.0 82.0 83.0 89.0], 167.0, [95.0, 59.0, 70.0, 66.0, 12.0, 15.0, 62.0, 93.0, 10.0, 75.0], 0.3)
AllocationInstance([36.0 82.0 89.0 93.0; 47.0 76.0 79.0 81.0], [3.0 7.0 27.0 30.0 33.0 38.0 56.0 72.0 96.0 97.0; 28.0 31.0 37.0 40.0 52.0 64.0 67.0 68.0 87.0 100.0], 139.0, [92.0, 5.0, 91.0, 5.0, 36.0, 23.0, 21.0, 54.0, 59.0, 78.0], 0.3)
AllocationInstance([42.0 64.0 78.0 83.0; 28.0 31.0 57.0 78.0], [1.0 15.0 20.0 43.0 49.0 56.0 72.0 83.0 84.0 89.0; 3.0 9.0 14.0 20.0 27.0 36.0 55.0 83.0 84.0 91.0], 141.0, [91.0, 44.0, 19.0, 26.0, 42.0, 41.0, 79.0, 9.0, 47.0, 72.0], 0.3)
AllocationInstance([5.0 13.0 48.0 56.0; 52.0 62.0 65.0 70.0], [30.0 42.0 45.0 58.0 60.0 62.0 68.0 70.0 72.0 79.0; 8.0 21.0 21.0 25.0 46.0 57.0 61.0 63.0 70.0 96.0], 151.0, [75.0, 98.0, 13.0, 24.0, 3.0, 86.0, 42.0, 98.0, 53.0, 14.0], 0.3)
AllocationInstance([15.0 24.0 26.0 27.0; 31.0 33.0 85.0 96.0], [21.0 31.0 32.0 34.0 42.0 48.0 50.0 68.0 88.0 97.0; 8.0 14.0 15.0 24.0 25.0 26.0 42.0 57.0 63.0 85.0], 134.0, [49.0, 68.0, 34.0, 47.0, 53.0, 33.0, 7.0, 44.0, 85.0, 27.0], 0.3)
AllocationInstance([5.0 44.0 90.0 97.0; 37.0 37.0 45.0 54.0], [10.0 11.0 17.0 20.0 32.0 42.0 45.0 46.0 68.0 98.0; 12.0 14.0 24.0 29.0 36.0 55.0 57.0 74.0 86.0 94.0], 182.0, [92.0, 70.0, 59.0, 55.0, 94.0, 8.0, 87.0, 19.0, 53.0, 72.0], 0.3)
AllocationInstance([34.0 57.0 74.0 81.0; 19.0 35.0 39.0 92.0], [10.0 35.0 38.0 43.0 59.0 71.0 79.0 84.0 84.0 98.0; 9.0 17.0 37.0 51.0 52.0 64.0 71.0 77.0 80.0 94.0], 161.0, [91.0, 66.0, 85.0, 19.0, 79.0, 84.0, 55.0, 27.0, 16.0, 16.0], 0.3)
AllocationInstance([28.0 29.0 31.0 51.0; 29.0 58.0 83.0 94.0], [5.0 21.0 27.0 27.0 33.0 49.0 61.0 66.0 71.0 99.0; 3.0 5.0 16.0 16.0 38.0 46.0 50.0 64.0 84.0 87.0], 137.0, [91.0, 11.0, 74.0, 71.0, 18.0, 18.0, 37.0, 40.0, 56.0, 42.0], 0.3)
