instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,θ_bb,θ_box,θ_pb
10,31252,76,1,3600.138,3600.039,9.326,1.4477943243833343e7,1.1916439530644912e7,1.4477943243833344e7
11,27794,64,1,3600.104,3600.079,9.295,2.738548559130811e7,1.8618821138733685e7,2.738548559130811e7
12,31648,113,1,3600.017,3600.079,11.789,2.74946955242444e7,2.2059393905569356e7,2.7974154201071758e7
13,40315,125,1,3600.132,3600.062,8.947,1.778352620132145e7,1.5435661283965044e7,1.8230847115207665e7
14,29117,72,1,3600.138,3600.042,10.425,2.8945220755180184e7,2.0857465720230006e7,2.8945220755180184e7
15,27420,60,1,3600.154,3600.062,11.584,2.926663275729001e7,1.995605199925153e7,2.9266632757290013e7
16,51023,159,1,3600.063,3600.086,12.598,1.1892150416740164e7,1.1255267611295402e7,1.2210600031979885e7
17,31855,127,1,3600.183,3600.043,12.287,1.8287154417367067e7,1.6556120044513658e7,1.8395344065670405e7
18,36345,106,1,3600.221,3600.449,9.265,2.7655767755179845e7,2.2604791394736648e7,2.8187512054632135e7
19,45216,127,1,3600.098,3600.035,9.101,1.764154671946297e7,1.578485994620117e7,1.810571910123508e7
1,45175,117,1,3600.107,719.519,9.448,9.120559158844193e6,9.006595552654311e6,9.234499040999707e6
20,36177,107,1,3600.018,3600.031,9.259,1.807678931671122e7,1.6522847869434498e7,1.8186722944160677e7
21,2,1,1,0.28,2.342,10.564,7247.621393697334,7247.621393590234,7247.621393697333
22,62286,170,1,3600.002,1496.295,10.766,7.837070868733079e6,7.837069692576829e6,7.972141519279095e6
23,40719,155,1,3600.14,3600.038,9.641,1.4851390596831778e7,1.3717812191956319e7,1.5304821958781965e7
24,28125,69,1,3600.227,3600.061,12.588,2.0260176902929064e7,1.6692903389797593e7,2.0260176902929064e7
25,58245,146,1,3600.009,1615.55,9.81,8.598154330933504e6,8.59814260047475e6,8.875321517163634e6
26,29469,101,1,3600.088,3600.072,9.758,2.4729015353611823e7,1.949638592488517e7,2.4729015353611823e7
27,31410,99,1,3600.001,3600.041,9.437,2.0957064256001513e7,1.8745495392039906e7,2.4148013118931487e7
28,37559,85,1,3600.206,3600.031,9.572,1.794772117089629e7,1.5672980794499218e7,1.8326783039098423e7
29,30855,78,1,3600.184,3600.036,9.387,1.939475840400073e7,1.4619691770387722e7,1.9492209565335654e7
2,39354,146,1,3600.154,3600.051,9.602,1.3888737695152847e7,1.3211364592804434e7,1.4227432247810552e7
30,51208,181,1,3600.002,2826.104,9.969,8.860907226759255e6,8.860907226759259e6,9.097042781049587e6
31,38142,126,1,3600.086,3600.032,9.654,2.1928355481424235e7,1.8987229912971154e7,2.2596774467404395e7
32,42581,185,1,3600.019,3294.072,9.976,7.830653573045662e6,7.720444680482494e6,8.051071358171998e6
33,30584,82,1,3600.113,3600.075,9.824,1.7768297249846615e7,1.3834601992750613e7,1.7895197389133327e7
34,34341,84,1,3600.026,3600.144,10.787,2.1405925531164013e7,1.7484207274630915e7,2.1630041572535444e7
35,31303,88,1,3600.016,3600.032,9.661,1.2763709135645181e7,1.0656513038618203e7,1.2997843404006224e7
36,28781,81,1,3600.215,3600.04,11.681,3.583569456651813e7,2.60949262585879e7,3.583569456651814e7
37,39222,197,1,3600.231,3600.05,10.008,9.695148604974702e6,9.455831874177396e6,9.695148604974706e6
38,27074,64,1,3600.179,3600.054,10.477,2.603801534393025e7,1.8536558903465807e7,2.603801534393025e7
39,31861,65,1,3600.162,3600.176,8.765,2.4602819466844752e7,1.828861368623796e7,2.4602819466844752e7
3,31501,88,1,3600.182,3600.098,9.023,1.9834949581853136e7,1.6258650665908413e7,1.9834949581853136e7
40,29566,82,1,3600.029,3600.03,10.339,1.4502977028812414e7,1.231010500754126e7,1.4502977028812416e7
41,28652,84,1,3600.121,3600.058,13.192,2.1637548578091796e7,1.8181476161179952e7,2.1893556390472595e7
42,42176,105,1,3600.133,3600.054,8.873,1.9161802211330373e7,1.6239985424190992e7,1.937825543953453e7
43,6031,26,1,82.719,14.802,9.978,3.8027453903671773e6,3.802745390367178e6,3.8027453903671782e6
44,2,1,1,0.261,2.161,9.389,10569.368296311353,10569.368296204135,10569.368296311353
45,61467,37,1,3600.004,33.317,12.78,5.096363451178011e6,5.0963634511780115e6,5.096363451178011e6
46,30687,99,1,3600.221,3600.054,12.506,1.5404580289430868e7,1.3323370314097267e7,1.540458028943087e7
47,31685,79,1,3600.168,3600.098,9.466,1.8937603225121476e7,1.5330861386154631e7,1.893760322512148e7
48,41906,124,1,3600.082,717.587,12.235,9.247789669235216e6,9.01957918168504e6,9.247789669235218e6
49,30834,103,1,3600.045,3600.039,8.839,1.911763056540799e7,1.5256258996800814e7,1.9117630565408e7
4,34525,93,1,3600.165,3600.187,9.717,2.0755480634950742e7,1.5800973690279193e7,2.08587016796359e7
50,2,1,1,0.314,2.604,11.503,3797.2545888069444,3797.2545887534507,3797.2545888069444
5,41913,129,1,3600.009,3600.04,9.192,1.3960461991048934e7,1.2691477754836753e7,1.4191191269641837e7
6,42345,235,1,3600.19,2825.505,9.053,1.0451555190274663e7,1.0330052706613123e7,1.0451555190274669e7
7,33248,99,1,3600.163,3600.116,9.483,9.860425760001818e6,8.615435300740238e6,1.0171679443430722e7
8,35740,158,1,3600.196,3600.114,9.555,1.230792601485883e7,1.1778620951016627e7,1.2440228840933306e7
9,29327,86,1,3600.183,3600.048,9.387,3.823447160839998e7,2.6540179502387427e7,3.823447160839998e7
