instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k
10,11,10,1,0.323,2.209,9.913,1.0,2.3286741316262413e7,2.3286741316262413e7,2.3286741316262413e7,6,10,0.1,1
11,9,8,1,0.303,2.114,9.257,2.833333333333332,1.5870275997912716e7,1.5870275997912716e7,1.5870275997912716e7,6,10,0.1,1
12,8,8,1,0.303,2.185,9.731,3.666666666666668,1.9681988076863516e7,1.9681988076863516e7,1.9681988076863516e7,6,10,0.1,1
13,10,9,1,0.305,2.145,9.728,2.75,2.4666194985802677e7,2.4666194985802677e7,2.4666194985802673e7,6,10,0.1,1
14,10,9,1,0.294,2.112,9.439,1.0,2.11645884073328e7,2.11645884073328e7,2.1164588407332797e7,6,10,0.1,1
15,10,9,1,0.419,2.446,10.75,0.5,2.134936774713909e7,2.134936774713909e7,2.134936774713909e7,6,10,0.1,1
16,11,10,1,0.339,2.293,10.106,3.75,2.2022823619037822e7,2.2022823619037822e7,2.202282361903782e7,6,10,0.1,1
17,9,8,1,0.279,2.057,9.338,3.3999999999999986,1.9372216846974783e7,1.9372216846974783e7,1.9372216846974783e7,6,10,0.1,1
18,10,9,1,0.278,2.065,9.282,5.75,2.0954772215146437e7,2.0954772215146437e7,2.095477221514644e7,6,10,0.1,1
19,10,9,1,0.306,2.354,9.821,2.5,1.741353864721584e7,1.741353864721584e7,1.7413538647215843e7,6,10,0.1,1
1,7,7,1,0.3,2.23,9.852,6.0,2.02628260473599e7,2.02628260473599e7,2.0262826047359906e7,6,10,0.1,1
20,10,9,1,0.375,2.797,12.346,2.0,2.1227935307043895e7,2.1227935307043895e7,2.1227935307043895e7,6,10,0.1,1
21,11,10,1,0.362,2.467,10.249,1.5,2.7358676144571036e7,2.7358676144571036e7,2.7358676144571036e7,6,10,0.1,1
22,9,9,1,0.339,2.463,10.449,0.6666666666666643,1.657057633025472e7,1.657057633025472e7,1.6570576330254719e7,6,10,0.1,1
23,10,9,1,0.362,2.622,10.844,1.0,1.810189724257906e7,1.810189724257906e7,1.810189724257906e7,6,10,0.1,1
24,8,7,1,0.325,2.561,11.002,1.0,1.5657292358062224e7,1.5657292358062224e7,1.5657292358062226e7,6,10,0.1,1
25,8,7,1,0.352,2.55,12.856,3.5,1.3993792541624034e7,1.3993792541624034e7,1.3993792541624032e7,6,10,0.1,1
