instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k
10,7,5,1,0.33,2.321,10.729,3.0,2.8850271662396558e7,2.8850271662396558e7,2.8850271662396558e7,6,15,0.3,1
11,7,8,1,0.293,2.234,10.057,1.0,5.561477286201821e6,5.561477286201821e6,5.561477286201822e6,6,15,0.3,1
12,11,9,1,0.388,2.274,10.076,0.5555555555555571,2.982144446543923e7,2.982144446543923e7,2.982144446543923e7,6,15,0.3,1
13,9,7,1,0.35,2.184,9.901,1.0,2.503087047397887e7,2.503087047397887e7,2.5030870473978877e7,6,15,0.3,1
14,5,7,1,0.376,2.664,12.117,1.0,7.67597112943309e6,7.67597112943309e6,7.675971129433091e6,6,15,0.3,1
15,9,7,1,0.387,2.314,10.325,1.0000000002000036,1.3961954691147912e7,1.3961954691147912e7,1.3961954691147912e7,6,15,0.3,1
16,5,6,1,0.285,1.925,9.014,2.0,1.5886539949926328e7,1.5886539949926328e7,1.5886539949926328e7,6,15,0.3,1
17,7,6,1,0.275,1.973,9.02,1.0,1.4490715939422533e7,1.4490715939422533e7,1.4490715939422533e7,6,15,0.3,1
18,7,5,1,0.347,2.225,9.975,5.0,1.6550617739058536e7,1.6550617739058536e7,1.6550617739058534e7,6,15,0.3,1
19,12,9,1,0.346,2.1,9.451,1.2857142857142847,2.502270398225791e7,2.502270398225791e7,2.502270398225791e7,6,15,0.3,1
1,4,8,1,0.312,2.062,9.498,1.0,8.671142468633875e6,8.671142468633875e6,8.671142468633877e6,6,15,0.3,1
20,12,9,1,0.358,2.05,9.437,0.7000000000000028,2.4584966723867588e7,2.4584966723867588e7,2.4584966723867588e7,6,15,0.3,1
21,6,6,1,0.345,2.21,10.117,5.0,2.0788654503854606e7,2.0788654503854606e7,2.0788654503854606e7,6,15,0.3,1
22,3,4,1,0.334,2.476,11.375,4.0,4.512214869549839e6,4.512214869549839e6,4.512214869549839e6,6,15,0.3,1
23,6,6,1,0.298,1.932,8.954,3.6666666666666714,9.417203806293663e6,9.417203806293663e6,9.417203806293665e6,6,15,0.3,1
24,3,4,1,0.313,2.518,11.622,3.0,8.249054980134761e6,8.249054980134761e6,8.249054980134759e6,6,15,0.3,1
25,7,5,1,0.304,1.925,8.986,2.0,1.5270185313937977e7,1.5270185313937977e7,1.5270185313937979e7,6,15,0.3,1
26,6,6,1,0.293,2.176,10.077,2.0,2.2001855314270437e7,2.2001855314270437e7,2.2001855314270437e7,6,15,0.3,1
27,6,5,1,0.312,2.08,9.636,3.0,8.578581941330781e6,8.578581941330781e6,8.578581941330781e6,6,15,0.3,1
28,6,6,1,0.335,2.057,9.552,2.0,1.7880366194016173e7,1.7880366194016173e7,1.7880366194016173e7,6,15,0.3,1
29,7,7,1,0.304,1.98,9.592,1.0,1.4089349317035194e7,1.4089349317035194e7,1.4089349317035193e7,6,15,0.3,1
2,6,6,1,0.331,2.241,10.561,1.0,1.4791269529160067e7,1.4791269529160067e7,1.479126952916007e7,6,15,0.3,1
30,8,8,1,0.334,2.037,9.462,1.0,3.0542938962678343e7,3.0542938962678343e7,3.0542938962678354e7,6,15,0.3,1
31,4,5,1,0.256,1.996,9.329,2.0,2.535611279043439e6,2.535611279043439e6,2.5356112790434393e6,6,15,0.3,1
32,6,5,1,0.325,2.255,10.151,1.0,1.5977487509242814e7,1.5977487509242814e7,1.5977487509242812e7,6,15,0.3,1
33,4,5,1,0.274,1.907,8.983,1.0,5.9475773984384835e6,5.9475773984384835e6,5.947577398438484e6,6,15,0.3,1
34,8,6,1,0.307,1.921,8.928,2.0,1.592567173979282e7,1.592567173979282e7,1.5925671739792824e7,6,15,0.3,1
35,7,5,1,0.309,2.041,9.447,2.0,1.7273053783157647e7,1.7273053783157647e7,1.727305378315765e7,6,15,0.3,1
36,6,5,1,0.398,2.377,10.228,1.0,8.267684597371435e6,8.267684597371435e6,8.267684597371437e6,6,15,0.3,1
37,5,3,1,0.32,2.361,10.57,14.0,1.2974471850335602e7,1.2974471850335602e7,1.2974471850335602e7,6,15,0.3,1
38,10,7,1,0.348,1.936,9.086,2.999999999999943,3.567759017834161e7,3.567759017834161e7,3.567759017834161e7,6,15,0.3,1
39,11,10,1,0.442,2.834,12.015,0.6000000000000014,2.941111782038463e7,2.941111782038463e7,2.9409229306655336e7,6,15,0.3,1
3,8,5,1,0.403,2.639,12.48,1.0,2.004886969363716e7,2.004886969363716e7,2.004886969363716e7,6,15,0.3,1
40,9,7,1,0.348,2.069,9.793,2.8333333333333357,3.7989469827869765e7,3.7989469827869765e7,3.7989469827869765e7,6,15,0.3,1
41,5,4,1,0.363,2.738,11.751,7.0,3.5947978873698905e7,3.5947978873698905e7,3.5947978873698905e7,6,15,0.3,1
42,9,7,1,0.332,2.369,9.991,0.75,1.7080702566143982e7,1.7080702566143982e7,1.7080702566143986e7,6,15,0.3,1
43,7,4,1,0.277,2.023,9.413,3.0,1.0549601307779916e7,1.0549601307779916e7,1.0549601307779916e7,6,15,0.3,1
44,3,4,1,0.318,2.452,10.515,7.0,3.156339397001045e6,3.156339397001045e6,3.1563393970010453e6,6,15,0.3,1
45,5,4,1,0.264,1.993,9.445,6.0,9.99982857381092e6,9.99982857381092e6,9.99982857381092e6,6,15,0.3,1
46,5,5,1,0.296,2.057,9.389,2.0,1.3149984724835481e7,1.3149984724835481e7,1.3149984724835485e7,6,15,0.3,1
47,11,10,1,0.407,2.318,10.051,5.0,3.408704589710038e7,3.408704589710038e7,3.408704589710038e7,6,15,0.3,1
48,6,6,1,0.356,2.495,10.444,5.0,7.8040469221055675e6,7.8040469221055675e6,7.804046922105567e6,6,15,0.3,1
49,9,7,1,0.434,2.519,11.7,4.0,2.4146642088017184e7,2.4146642088017184e7,2.4146642088017188e7,6,15,0.3,1
4,6,4,1,0.346,2.619,11.959,2.0,7.804823790194644e6,7.804823790194644e6,7.8048237901946455e6,6,15,0.3,1
50,4,3,1,0.317,2.48,11.695,2.0,2.86999716552785e6,2.86999716552785e6,2.86999716552785e6,6,15,0.3,1
5,7,8,1,0.354,2.338,9.926,2.0,1.2027128749344636e7,1.2027128749344636e7,1.202712874934464e7,6,15,0.3,1
6,4,3,1,0.356,2.287,10.486,7.0,8.244748131719329e6,8.244748131719329e6,8.244748131719329e6,6,15,0.3,1
7,10,7,1,0.348,2.071,9.635,6.0,3.1125647913578667e7,3.1125647913578667e7,3.1125647913578667e7,6,15,0.3,1
8,5,4,1,0.267,2.055,9.407,4.0,4.3366033114446085e6,4.3366033114446085e6,4.336603311444607e6,6,15,0.3,1
9,8,6,1,0.294,2.182,9.471,4.0,2.976941651669083e7,2.976941651669083e7,2.976941651669084e7,6,15,0.3,1
