instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,5,6,1,0.323,2.512,10.678,1.0,1.9237574983637303e7,1.9237574983637303e7,1.923681913453678e7
11,6,5,1,0.3,2.089,9.609,1.0,2.0009624411164925e7,2.0009624411164925e7,2.000962441116493e7
12,6,4,1,0.356,2.524,11.379,3.0,3.819480179242247e7,3.819480179242247e7,3.819361406932064e7
13,4,7,1,0.328,2.631,11.943,2.0,9.205423769717239e6,9.205423769717239e6,9.205423769717239e6
14,8,7,1,0.424,2.65,11.742,3.0,2.592687424004243e7,2.592687424004243e7,2.592687424004243e7
15,4,7,1,0.252,2.041,9.101,2.0,1.0461057645312287e7,1.0461057645312287e7,1.0461057645312289e7
16,6,5,1,0.394,2.677,12.175,2.0,1.1546180611713197e7,1.1546180611713197e7,1.154613518032932e7
17,4,3,1,0.25,1.959,9.023,2.0,2.4878980918230917e6,2.4878980918230917e6,2.4878980918230903e6
18,7,5,1,0.284,1.976,9.078,3.000000000400007,1.4983842791215869e7,1.4983842791215869e7,1.4983842791215867e7
19,9,7,1,0.453,2.743,12.132,2.0,2.4794816191644862e7,2.4794816191644862e7,2.4794816191644862e7
1,6,4,1,0.304,2.188,9.9,4.0,1.512204983408195e7,1.512204983408195e7,1.512162834226865e7
20,8,7,1,0.312,2.107,9.638,1.0,2.048890461167722e7,2.048890461167722e7,2.0488904611677222e7
21,7,4,1,0.277,1.961,9.051,1.0,1.6664305036788186e7,1.6664305036788186e7,1.6664305036788184e7
22,2,1,1,0.307,2.686,12.155,0.0,1998.9382156507927,1998.9382156507927,1998.938215650793
23,7,5,1,0.289,2.03,9.375,1.0,1.809786752406445e7,1.809786752406445e7,1.8097867524064455e7
24,2,1,1,0.24,1.976,9.182,0.0,4090.7817979268393,4090.7817979268393,4090.7817979268398
25,7,4,1,0.332,2.195,9.876,12.0,3.478737804866965e7,3.478737804866965e7,3.47858277608064e7
26,8,6,1,0.359,2.192,9.951,1.0,2.1617654205078706e7,2.1617654205078706e7,2.1617654205078714e7
27,7,7,1,0.329,2.102,9.431,2.1111111111111143,2.8601199051827163e7,2.8601199051827163e7,2.859944015021435e7
28,10,9,1,0.389,2.264,9.978,1.0,3.060895692164008e7,3.060895692164008e7,3.0608392961137842e7
29,2,1,1,0.255,2.071,9.669,0.0,4021.7778397597895,4021.7778397597895,4021.7778397597904
2,7,6,1,0.381,2.274,10.309,2.0,1.1498162231409969e7,1.149902257112429e7,1.1496651643792486e7
30,6,4,1,0.281,2.071,9.46,3.0,1.1924184685926683e7,1.1924184685926683e7,1.1924184685926687e7
31,8,5,1,0.33,1.989,9.216,1.0,2.7940424179467134e7,2.7940424179467134e7,2.7939232580776565e7
32,4,4,1,0.256,2.014,9.285,1.0000000002000036,6.208836794696644e6,6.208836794696644e6,6.208836794696645e6
33,6,6,1,0.284,2.111,9.836,2.0,1.813912291190012e7,1.813912291190012e7,1.813912291190012e7
34,8,6,1,0.379,2.223,10.092,2.0,2.326014709614416e7,2.326014709614416e7,2.3258462120881546e7
35,2,1,1,0.249,2.183,9.915,0.0,3251.499774127473,3251.499774127473,3251.499774127473
36,6,5,1,0.303,1.971,9.062,3.0,3.177155215562278e7,3.177155215562278e7,3.1770472407742865e7
37,11,9,1,0.429,2.155,9.457,0.7692307692307736,2.633700476898545e7,2.633700476898545e7,2.6336229152589098e7
38,5,4,1,0.269,2.065,9.411,2.0,1.6967352511960731e6,1.6967352511960731e6,1.6967352511960736e6
39,7,5,1,0.311,2.102,9.675,1.0,2.5235703452142544e7,2.5235703452142544e7,2.5231684680199694e7
3,7,6,1,0.294,2.088,9.347,1.0,1.4320327160976436e7,1.4320327160976436e7,1.4320327160976436e7
40,9,5,1,0.345,2.183,9.927,5.0,2.0221736797535844e7,2.0221736797535844e7,2.0221736797535844e7
41,4,3,1,0.269,2.054,9.376,6.0,3.9730721418013754e6,3.9730721418013754e6,3.9730721418013754e6
42,8,6,1,0.445,2.749,12.285,4.0,4.2907500120389946e7,4.2907500120389946e7,4.2907500120389946e7
43,2,1,1,0.261,2.187,10.749,0.0,2025.3106725605232,2025.3106725605232,2025.3106725605235
44,6,6,1,0.28,2.021,9.139,1.0000000002000036,1.3148745100220691e7,1.3148745100220691e7,1.314874510022069e7
45,2,1,1,0.281,2.379,11.149,0.0,4681.0659506328675,4681.0659506328675,4681.065950632868
46,8,6,1,0.416,2.891,13.027,2.0,1.7151552839715354e7,1.7151552839715354e7,1.7151552839715358e7
47,8,8,1,0.482,2.711,11.743,1.0000000002000036,1.9196222104991715e7,1.9196222104991715e7,1.919622210499171e7
48,5,4,1,0.35,2.696,11.753,3.0,7.269176522967724e6,7.269176522967724e6,7.269176522967725e6
