instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k
10,13,13,1,0.445,2.511,10.573,1.0,3.9293036683746554e7,3.9293036683746554e7,3.9293036683746554e7,8,20,0.1,1
11,16,14,1,0.539,2.481,9.993,0.5000000001500009,4.171479950721085e7,4.171479950721085e7,4.171479950721086e7,8,20,0.1,1
12,16,15,1,0.574,2.251,9.495,0.625,3.422704426971655e7,3.422704426971655e7,3.422704426971655e7,8,20,0.1,1
13,17,16,1,0.617,2.379,10.075,0.6363636363636367,3.812221436565347e7,3.812221436565347e7,3.812221436565347e7,8,20,0.1,1
14,12,12,1,0.44,2.397,10.688,1.8181818181818201,2.533134074870268e7,2.533134074870268e7,2.533134074870268e7,8,20,0.1,1
15,12,11,1,0.504,2.643,11.721,1.0000000002000036,2.587723990822541e7,2.587723990822541e7,2.5877239908225417e7,8,20,0.1,1
16,13,13,1,0.425,2.178,9.49,0.875,3.5981007167815596e7,3.5981007167815596e7,3.59810071678156e7,8,20,0.1,1
17,18,16,1,0.726,2.999,12.219,0.4285714285714306,4.7717089944986895e7,4.7717089944986895e7,4.77170899449869e7,8,20,0.1,1
18,15,13,1,0.478,2.266,10.135,0.25,3.610337851871649e7,3.610337851871649e7,3.6103378518716484e7,8,20,0.1,1
19,10,10,1,0.396,2.401,10.521,1.0000000002000036,2.6935560185444996e7,2.6935560185444996e7,2.6935560185444992e7,8,20,0.1,1
1,11,10,1,0.36,2.032,9.123,2.0,3.157882270452605e7,3.157882270452605e7,3.1578822704526052e7,8,20,0.1,1
20,8,8,1,0.308,2.067,9.029,1.0,2.1195255892731093e7,2.1195255892731093e7,2.1195255892731093e7,8,20,0.1,1
21,15,14,1,0.762,3.148,12.56,1.0,3.934169956346823e7,3.934169956346823e7,3.934169956346823e7,8,20,0.1,1
22,14,14,1,0.48,2.221,9.059,1.0,3.3740897166657425e7,3.3740897166657425e7,3.3740897166657425e7,8,20,0.1,1
23,16,15,1,0.522,2.135,8.971,0.8333333333333321,3.5446748383881755e7,3.5446748383881755e7,3.544674838388175e7,8,20,0.1,1
24,13,13,1,0.451,2.076,8.991,1.0000000002000036,4.2068150198169336e7,4.2068150198169336e7,4.206815019816934e7,8,20,0.1,1
25,16,15,1,0.608,2.323,9.64,1.0,4.066883347012481e7,4.066883347012481e7,4.0668833470124796e7,8,20,0.1,1
26,17,15,1,0.745,3.204,12.899,1.0,2.9921287913757626e7,2.9921287913757626e7,2.9921287913757637e7,8,20,0.1,1
27,16,15,1,0.78,3.035,12.221,1.0,3.861132891286922e7,3.861132891286922e7,3.8611328912869215e7,8,20,0.1,1
28,20,18,1,0.818,2.738,10.49,1.0000000000000016,5.1579595418502904e7,5.1579595418502904e7,5.157959541850291e7,8,20,0.1,1
29,15,14,1,0.491,2.172,9.592,1.0,3.579682188602738e7,3.579682188602738e7,3.579682188602739e7,8,20,0.1,1
2,15,14,1,0.433,2.128,9.29,1.0000000002000036,4.205438996369476e7,4.205438996369476e7,4.205438996369476e7,8,20,0.1,1
30,13,12,1,0.606,3.031,12.293,1.0000000002000036,3.0071228599164914e7,3.0071228599164914e7,3.0071228599164914e7,8,20,0.1,1
31,16,16,1,0.584,2.435,9.955,1.0,4.6714851234209634e7,4.6714851234209634e7,4.671485123420963e7,8,20,0.1,1
32,15,15,1,0.445,2.302,9.963,0.25,3.8195406819188766e7,3.8195406819188766e7,3.819540681918876e7,8,20,0.1,1
33,12,11,1,0.413,2.153,9.356,0.7999999999999988,2.911388601855657e7,2.911388601855657e7,2.911388601855658e7,8,20,0.1,1
34,15,13,1,0.452,2.153,9.345,0.42857142857142705,3.691620414761531e7,3.691620414761531e7,3.691620414761531e7,8,20,0.1,1
35,13,10,1,0.427,2.141,9.623,1.8888888888888893,2.4327563980265573e7,2.4327563980265573e7,2.432756398026558e7,8,20,0.1,1
36,9,10,1,0.487,2.971,13.35,2.0,2.143904618869219e7,2.143904618869219e7,2.1439046188692193e7,8,20,0.1,1
37,13,12,1,0.525,2.67,11.567,0.3999999999999986,3.230219504657585e7,3.230219504657585e7,3.2302195046575863e7,8,20,0.1,1
38,17,16,1,0.509,2.265,9.938,0.400000000140011,4.2280695912952885e7,4.2280695912952885e7,4.228069591295288e7,8,20,0.1,1
39,9,11,1,0.316,2.207,9.97,3.000000000400007,2.0260390698314495e7,2.0260390698314495e7,2.0260390698314495e7,8,20,0.1,1
3,11,12,1,0.384,2.208,9.763,1.000000000000007,3.2235010382947598e7,3.2235010382947598e7,3.2235010382947598e7,8,20,0.1,1
40,11,7,1,0.349,2.212,9.602,6.0008206329132285,2.69904870227244e7,2.69904870227244e7,2.6990487022724405e7,8,20,0.1,1
41,13,10,1,0.537,2.741,11.715,1.0000000000000033,3.016391086473172e7,3.016391086473172e7,3.016391086473172e7,8,20,0.1,1
42,16,15,1,0.621,2.532,9.768,1.0000000002000036,3.534504335226441e7,3.534504335226441e7,3.534504335226442e7,8,20,0.1,1
43,12,11,1,0.396,2.091,9.165,1.000000000200007,2.1993085655400395e7,2.1993085655400395e7,2.19930856554004e7,8,20,0.1,1
44,15,14,1,0.464,2.112,9.278,1.0000000002000036,4.1410205124315e7,4.1410205124315e7,4.1410205124315e7,8,20,0.1,1
45,15,14,1,0.442,2.119,9.185,1.0000000002000036,2.5842095734927695e7,2.5842095734927695e7,2.58420957349277e7,8,20,0.1,1
46,13,14,1,0.48,2.189,9.588,2.0,3.7479617819518514e7,3.7479617819518514e7,3.747961781951852e7,8,20,0.1,1
47,11,12,1,0.369,2.047,9.071,1.3999999999999986,2.946712544642295e7,2.946712544642295e7,2.9467125446422957e7,8,20,0.1,1
48,16,15,1,0.532,2.266,9.45,1.3999999999999986,3.50381320059481e7,3.50381320059481e7,3.50381320059481e7,8,20,0.1,1
49,19,18,1,0.716,2.432,9.399,1.0,4.779839124039523e7,4.779839124039523e7,4.779839124039523e7,8,20,0.1,1
4,13,12,1,0.473,2.713,11.236,1.0000000002000042,3.605590035206395e7,3.605590035206395e7,3.6055900352063954e7,8,20,0.1,1
50,12,11,1,0.381,2.234,9.776,1.0000000002000036,3.699350045179888e7,3.699350045179888e7,3.699350045179888e7,8,20,0.1,1
