instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k
10,9,9,1,0.324,2.39,10.996,1.0,1.7521244413036365e7,1.7521244413036365e7,1.752124441303637e7,4,10,0.3,1
11,6,5,1,0.312,2.448,10.679,3.0,1.0536551895544806e6,1.0536551895544806e6,1.0536551895544804e6,4,10,0.3,1
12,6,4,1,0.273,2.189,9.767,6.0,1.2150685083821248e7,1.2150685083821248e7,1.2150685083821252e7,4,10,0.3,1
13,7,6,1,0.254,1.984,8.984,4.0,1.3661156775103537e7,1.3661156775103537e7,1.3661156775103534e7,4,10,0.3,1
14,6,5,1,0.29,2.249,9.805,1.0,1.1029127725478334e7,1.1029127725478334e7,1.1029127725478332e7,4,10,0.3,1
15,8,8,1,0.272,2.11,9.24,1.5555555555555571,1.6120591450773854e7,1.6120591450773854e7,1.6120591450773854e7,4,10,0.3,1
16,8,6,1,0.275,2.116,9.501,4.333333333333329,1.9761127023368686e7,1.9761127023368686e7,1.9761127023368686e7,4,10,0.3,1
17,4,3,1,0.263,2.065,9.448,6.0,1.3915446790480088e6,1.3915446790480088e6,1.3915446790480085e6,4,10,0.3,1
18,7,4,1,0.254,2.006,9.102,2.0,1.1237326671617452e7,1.1237326671617452e7,1.1237326671617454e7,4,10,0.3,1
19,3,2,1,0.24,2.025,9.152,25.0,6.433397708512965e6,6.433397708512965e6,6.433397708512966e6,4,10,0.3,1
1,6,4,1,0.276,2.274,9.899,1.0,7.531383763928608e6,7.531383763928608e6,7.531383763928608e6,4,10,0.3,1
20,8,7,1,0.333,2.58,12.136,5.0,1.0132674400174737e7,1.0132674400174737e7,1.0132674400174737e7,4,10,0.3,1
21,5,4,1,0.274,2.155,9.774,15.0,1.2558272247847315e7,1.2558272247847315e7,1.2558272247847315e7,4,10,0.3,1
22,5,4,1,0.244,1.985,8.954,1.0,2.2425607984763137e6,2.2425607984763137e6,2.242560798476314e6,4,10,0.3,1
23,8,7,1,0.303,2.299,9.99,1.1428571428571388,1.3748288426559597e7,1.3748288426559597e7,1.3748288426559601e7,4,10,0.3,1
24,4,5,1,0.29,2.297,10.01,4.0,1.647425783422831e7,1.647425783422831e7,1.647425783422831e7,4,10,0.3,1
25,7,5,1,0.266,2.144,9.541,1.0,1.61671175304836e7,1.61671175304836e7,1.6167117530483602e7,4,10,0.3,1
26,7,6,1,0.26,2.022,9.173,2.0,1.4277664504477173e7,1.4277664504477173e7,1.4277664504477173e7,4,10,0.3,1
27,6,5,1,0.242,1.997,8.973,0.5,1.5860939912854102e7,1.5860939912854102e7,1.5860939912854098e7,4,10,0.3,1
28,4,3,1,0.245,2.066,9.207,7.000000000800014,6.3082540052033225e6,6.308254005203323e6,6.3082540052033225e6,4,10,0.3,1
29,9,8,1,0.272,2.103,9.204,2.4285714285714306,2.882507771183189e7,2.882507771183189e7,2.8825077711831883e7,4,10,0.3,1
2,7,4,1,0.257,2.074,9.229,2.0,1.1237326671617452e7,1.1237326671617452e7,1.1237326671617454e7,4,10,0.3,1
30,6,5,1,0.264,2.152,9.522,3.0,1.2701093919528965e7,1.2701093919528965e7,1.2701093919528967e7,4,10,0.3,1
31,8,6,1,0.267,2.075,9.41,1.0,1.3416987983328864e7,1.3416987983328864e7,1.3416987983328864e7,4,10,0.3,1
32,9,8,1,0.306,2.35,10.41,3.6666666666666643,1.4038511386836465e7,1.4038511386836465e7,1.4038511386836465e7,4,10,0.3,1
33,8,4,1,0.282,2.3,10.114,1.0,5.777850594124049e6,5.777850594124049e6,5.777850594124049e6,4,10,0.3,1
34,9,7,1,0.289,2.247,9.955,3.0,2.415264607287557e7,2.415264607287557e7,2.4152646072875574e7,4,10,0.3,1
35,7,6,1,0.284,2.185,9.843,1.0,9.492059394657537e6,9.492059394657537e6,9.492059394657535e6,4,10,0.3,1
36,5,4,1,0.289,2.364,10.474,1.0,3.461509081230009e6,3.461509081230009e6,3.461509081230009e6,4,10,0.3,1
37,6,5,1,0.267,2.126,10.357,2.0,1.1410033689255724e7,1.1410033689255724e7,1.141003368925572e7,4,10,0.3,1
38,5,4,1,0.295,2.418,10.232,14.0,1.1330163304495908e7,1.1330163304495908e7,1.1330163304495908e7,4,10,0.3,1
39,7,6,1,0.292,2.398,10.45,1.0000000002000036,1.1694462028270382e7,1.1694462028270382e7,1.1694462028270382e7,4,10,0.3,1
3,7,6,1,0.263,2.084,9.258,2.0,2.0395574542988375e7,2.0395574542988375e7,2.039557454298837e7,4,10,0.3,1
40,7,6,1,0.302,2.2,9.853,3.8333333333333286,1.5069195405918878e7,1.5069195405918878e7,1.5069195405918878e7,4,10,0.3,1
41,4,2,1,0.33,2.805,12.668,31.0,6.101119985711252e6,6.101119985711252e6,6.101119985711251e6,4,10,0.3,1
42,4,3,1,0.294,2.418,10.351,2.0,210062.67555445136,210062.67555445133,210062.67555445113,4,10,0.3,1
43,7,6,1,0.261,2.07,9.268,1.0,1.5189656634888463e7,1.5189656634888463e7,1.518965663488846e7,4,10,0.3,1
44,4,3,1,0.236,1.947,8.841,3.0,8.638479046312142e6,8.638479046312142e6,8.63847904631214e6,4,10,0.3,1
45,8,7,1,0.314,2.322,10.354,2.0,1.9770023352461014e7,1.9770023352461014e7,1.9770023352461014e7,4,10,0.3,1
46,9,7,1,0.295,2.336,9.945,4.571428571428569,2.0082361344249733e7,2.0082361344249733e7,2.0082361344249737e7,4,10,0.3,1
47,6,3,1,0.265,2.144,9.534,7.0,5.0045095455366075e6,5.004509545536607e6,5.0045095455366075e6,4,10,0.3,1
48,9,7,1,0.282,2.08,9.457,7.0,3.2937470784069933e7,3.2937470784069933e7,3.293747078406993e7,4,10,0.3,1
49,9,8,1,0.258,1.983,9.259,3.0,2.1872721338061206e7,2.1872721338061206e7,2.1872721338061206e7,4,10,0.3,1
4,5,4,1,0.264,2.177,9.662,1.0,8.202373489974412e6,8.202373489974412e6,8.202373489974409e6,4,10,0.3,1
50,9,8,1,0.262,1.946,9.107,0.3333333333333286,2.2853466725793995e7,2.2853466725793995e7,2.2853466725793995e7,4,10,0.3,1
5,5,4,1,0.308,2.212,9.985,1.0000000002000036,2.0399654948373833e6,2.0399654948373833e6,2.0399654948373837e6,4,10,0.3,1
6,9,6,1,0.268,2.061,9.261,8.125,2.0518084217506304e7,2.0518084217506304e7,2.0518084217506304e7,4,10,0.3,1
7,5,4,1,0.279,2.164,9.79,4.0,9.464700832772734e6,9.464700832772734e6,9.464700832772734e6,4,10,0.3,1
8,4,3,1,0.273,2.527,10.193,3.0,2.83872729449525e6,2.83872729449525e6,2.83872729449525e6,4,10,0.3,1
9,5,4,1,0.298,2.451,10.297,3.0,8.304462229284663e6,8.304462229284663e6,8.304462229284661e6,4,10,0.3,1
