instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,36429,123,1,3600.016,212.023,10.23,1.0,2.5064369889306486e7,2.374002778848812e7,2.5268114827893924e7
11,55325,103,1,3600.095,83.528,10.487,1.0,3.654327574469536e7,3.557223918513645e7,3.751431230425426e7
12,3050,31,1,39.635,7.117,11.479,1.0,9.606329726708308e6,9.606329726708312e6,9.606329726708312e6
13,18936,42,1,263.557,10.065,9.262,0.5555555555555571,1.9725059776023414e7,1.9725059776023418e7,1.9970048339516863e7
14,90,12,1,0.989,2.615,8.909,1.0,3.704134183701317e6,3.7041341837006994e6,3.7041341837013173e6
15,64326,87,1,3600.001,46.47,8.959,0.6999999999999957,3.622984746720427e7,3.539290634972199e7,3.7305759715769686e7
16,28,13,1,0.568,2.998,10.188,2.0,4.688100268070837e6,4.6881002680708375e6,4.6881002680708375e6
17,13236,35,1,170.418,6.975,9.427,1.0,1.5276362464573402e7,1.5276362464573406e7,1.5276362464573402e7
18,5388,61,1,70.599,17.357,10.56,1.0,1.9729241139388844e7,1.9729241139388848e7,1.9849512261507194e7
19,32,11,1,0.662,3.241,9.522,3.0,5.288571161267967e6,5.288571161267968e6,5.288571161267968e6
1,7048,69,1,114.847,25.285,11.811,0.0714285714285694,1.5239481626401715e7,1.5239481626401717e7,1.5373110924730452e7
20,5806,49,1,71.604,10.225,10.847,1.0,1.372704125624327e7,1.3727041256243272e7,1.372704125624327e7
21,18582,60,1,310.386,18.218,10.514,1.6309204688980117e-6,1.5908742926860986e7,1.5908742645986356e7,1.6502212200638074e7
22,15266,42,1,250.152,11.306,10.788,0.27777777777777857,1.440335484052968e7,1.4403354761328502e7,1.4647312974069811e7
23,60,14,1,0.912,4.124,12.388,1.0,6.102449477375533e6,6.102449477375534e6,6.102449477375536e6
24,118,16,1,1.358,3.322,9.919,1.0000000002000036,8.475563949502094e6,8.475563949502096e6,8.475563949502096e6
25,36,9,1,0.563,2.467,9.941,2.0,3.2794903123941105e6,3.279490312394111e6,3.279490312394111e6
26,1850,22,1,17.779,4.049,9.599,1.0,6.720531235998049e6,6.720531235998049e6,6.720531235998049e6
27,32532,50,1,623.145,12.212,9.875,0.5833333333333357,1.379934354609655e7,1.3799343546096552e7,1.3799343546096552e7
28,12,15,1,0.329,2.938,9.593,1.0,677959.9155680364,677959.9155680364,677959.9155680363
29,25252,68,1,406.27,19.579,9.857,1.0,2.056433096863645e7,2.056433096863646e7,2.0564330968636453e7
2,7672,33,1,107.57,9.958,13.062,0.9999995560000627,1.053459441681845e7,1.0534594416818453e7,1.0534594416818451e7
30,53956,48,1,1378.65,12.581,9.154,1.3157894736842124,2.1598990483995497e7,2.159899048399548e7,2.3169157259002537e7
31,105419,83,1,3196.372,36.605,9.163,1.599921652939429e-6,1.9478283517985992e7,1.9478283517985992e7,1.9977625121348105e7
