instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k
1,8,4,1,0.302,2.062,9.419,3.0,1.6271581468720324e7,1.6271581468720324e7,1.6271581468720328e7,6,20,0.3,1
10,4,9,1,0.274,2.097,9.382,1.0,6.7651616496322425e6,6.7651616496322425e6,6.765161649632242e6,6,20,0.3,1
11,5,7,1,0.279,2.101,9.508,1.0,1.0879274828052478e7,1.0879274828052478e7,1.0879274828052478e7,6,20,0.3,1
12,3,2,1,0.24,1.932,9.075,5.0,693796.1921042914,693796.1921042914,693796.1921042914,6,20,0.3,1
13,6,6,1,0.285,2.023,9.271,3.0,2.140052389387121e7,2.140041024459426e7,2.1399146097376898e7,6,20,0.3,1
14,9,7,1,0.359,2.54,10.874,1.0,1.0559141181643292e7,1.0559141181643292e7,1.0559141181643292e7,6,20,0.3,1
15,7,6,1,0.305,2.27,9.928,1.0000000002000036,2.058587620978145e7,2.058587620978145e7,2.058587620978145e7,6,20,0.3,1
16,9,9,1,0.335,2.183,9.648,1.0,2.157919715432e7,2.157919715432e7,2.1578974288795087e7,6,20,0.3,1
17,6,3,1,0.394,2.818,12.829,2.0,8.534996644337304e6,8.534996644337304e6,8.534996644337304e6,6,20,0.3,1
18,10,6,1,0.394,2.077,9.425,1.9166666666666643,2.08010825994653e7,2.08010825994653e7,2.08010825994653e7,6,20,0.3,1
19,9,4,1,0.319,2.133,9.985,6.0,1.8820969840513624e7,1.8820969840513624e7,1.8820969840513628e7,6,20,0.3,1
2,10,8,1,0.395,2.283,10.173,1.0,4.978585404776525e7,4.978585404776525e7,4.978474331946269e7,6,20,0.3,1
20,6,6,1,0.306,2.229,9.803,3.0,2.140052389387121e7,2.140041024459426e7,2.1399146097376898e7,6,20,0.3,1
21,4,2,1,0.301,2.37,10.501,18.0,8.532568949786877e6,8.532568949786877e6,8.532568949786875e6,6,20,0.3,1
22,8,3,1,0.289,1.971,9.184,1.0,1.0106798284812491e7,1.0106798284812491e7,1.0106798284812493e7,6,20,0.3,1
23,6,6,1,0.292,2.164,9.868,3.0,5.159528039088594e6,5.159528039088594e6,5.159528039088594e6,6,20,0.3,1
24,8,5,1,0.312,2.08,9.404,2.0,1.5687173304656576e7,1.5687173304656576e7,1.5687173304656578e7,6,20,0.3,1
25,5,5,1,0.356,2.233,10.544,4.0,6.607029885460507e6,6.607029885460507e6,6.607029885460507e6,6,20,0.3,1
26,2,1,1,0.238,2.033,9.565,0.0,5784.427913595511,5784.427913595511,5784.427913595511,6,20,0.3,1
27,5,4,1,0.34,2.6,12.208,6.0,685966.9989537945,685966.9989537945,685966.9989537945,6,20,0.3,1
28,3,3,1,0.265,2.16,9.775,1.0,2.1309662209026497e6,2.1309662209026497e6,2.1309662209026497e6,6,20,0.3,1
29,3,5,1,0.286,2.193,10.128,2.0,6.144028257791929e6,6.144028257791929e6,6.144028257791931e6,6,20,0.3,1
3,5,3,1,0.353,2.708,12.276,10.0,1.6553204868300872e7,1.6553204868300872e7,1.6550482717593173e7,6,20,0.3,1
30,4,4,1,0.25,1.966,8.964,2.0,1.1496426078605734e7,1.1494618177966878e7,1.1494471558983834e7,6,20,0.3,1
31,5,5,1,0.323,2.418,10.786,2.0,1.4921770662703667e7,1.4921770662703667e7,1.4921770662703663e7,6,20,0.3,1
32,5,4,1,0.324,2.283,10.968,4.0,7.5049716133389715e6,7.5049716133389715e6,7.504971613338971e6,6,20,0.3,1
33,11,9,1,0.448,2.366,10.209,0.4285714285714306,3.289357076851925e7,3.289357076851925e7,3.2891569590480093e7,6,20,0.3,1
34,9,9,1,0.407,3.099,12.304,2.0,3.0134353824982636e7,3.0133770906572405e7,3.0130993061391655e7,6,20,0.3,1
35,4,4,1,0.248,1.97,9.028,4.0,3.4798027635820163e6,3.4798027635820163e6,3.479802763582017e6,6,20,0.3,1
36,8,6,1,0.338,2.246,10.04,2.0,3.39666355651517e7,3.39666355651517e7,3.396359358663091e7,6,20,0.3,1
37,4,6,1,0.351,2.643,11.052,2.0,552694.6266321337,552694.6266321337,552694.6266321337,6,20,0.3,1
38,6,6,1,0.269,2.022,9.543,2.0,8.564204548816051e6,8.564204548816051e6,8.564204548816053e6,6,20,0.3,1
39,10,8,1,0.347,2.112,9.509,3.0,3.2138920031652704e7,3.2138920031652704e7,3.213556520941154e7,6,20,0.3,1
4,9,8,1,0.432,2.403,10.599,1.0,2.18939686850078e7,2.18939686850078e7,2.1893968685007796e7,6,20,0.3,1
40,4,4,1,0.336,2.716,12.169,4.0,8.466385296769343e6,8.466385296769343e6,8.466385296769343e6,6,20,0.3,1
41,8,7,1,0.35,2.341,10.344,2.0,4.2023439140924156e7,4.2023439140924156e7,4.201897051825039e7,6,20,0.3,1
42,4,7,1,0.269,2.211,10.08,1.0000000002000036,7.418789393295054e6,7.418789393295054e6,7.418789393295054e6,6,20,0.3,1
43,10,8,1,0.309,2.01,9.123,1.0,2.6877416261703193e7,2.6877416261703193e7,2.68774162617032e7,6,20,0.3,1
44,6,3,1,0.276,1.958,9.289,10.0,1.6620555563775811e7,1.6620555563775811e7,1.6620555563775811e7,6,20,0.3,1
45,7,7,1,0.323,2.283,10.371,1.0,2.3625517400079414e7,2.3625517400079414e7,2.3625517400079418e7,6,20,0.3,1
46,2,1,1,0.241,2.045,9.636,0.0,4117.886808534491,4117.886808534491,4117.886808534491,6,20,0.3,1
47,4,5,1,0.31,2.314,10.665,1.0,1.0206244333071047e7,1.0206244333071047e7,1.020624433307105e7,6,20,0.3,1
48,8,9,1,0.295,2.006,9.091,2.0,1.9366407577191837e7,1.9366407577191837e7,1.9366407577191833e7,6,20,0.3,1
49,8,6,1,0.322,2.03,9.31,3.000000000400007,1.7991311292421885e7,1.7991311292421885e7,1.799131129242188e7,6,20,0.3,1
5,8,8,1,0.384,2.363,10.545,2.0,1.9956344063858032e7,1.9956344063858032e7,1.9956344063858036e7,6,20,0.3,1
