instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k
1,s,60,1,i,3600.067,10.332,9.5,a,2.14864551503907e7,3.802154965672184e7,4,20,0.1,3
10,25895,64,1,3600.251,3600.035,11.147,8.799999999999999,3.152939356083325e7,1.9880411658701032e7,3.1529393560833253e7,4,20,0.1,3
11,s,64,1,i,3600.05,12.016,8.46153846153846,a,2.3097334157991093e7,3.43069168442236e7,4,20,0.1,3
12,s,53,1,i,3600.046,12.189,12.0,a,2.38037945151915e7,4.255744399749081e7,4,20,0.1,3
13,26059,58,1,3600.168,3600.037,11.955,9.692307692307693,3.013599425350395e7,2.1157435890295926e7,3.0132975358277902e7,4,20,0.1,3
14,s,67,1,i,3600.052,12.804,9.857142857142858,a,2.118556331036084e7,3.2147285966865826e7,4,20,0.1,3
15,s,66,1,i,3600.047,13.705,8.499999999999996,a,2.1122949665358167e7,3.6039196450050615e7,4,20,0.1,3
16,24955,59,1,3600.011,3600.082,14.505,8.600000266026937,2.6343257451726146e7,1.9518955950776782e7,2.6343257451726142e7,4,20,0.1,3
17,s,60,1,i,3600.037,9.938,13.333333333333336,a,2.3037492506765153e7,3.699211939051355e7,4,20,0.1,3
18,s,58,1,i,3600.048,10.01,11.09090909090909,a,1.944761556192675e7,3.388169571975981e7,4,20,0.1,3
19,25520,80,1,3600.092,3600.034,13.748,6.0,3.0558307081048287e7,2.1207672166826595e7,3.055830708104828e7,4,20,0.1,3
2,s,72,1,i,3600.036,9.083,6.0,a,1.7798272619870592e7,2.6510354318149246e7,4,20,0.1,3
20,s,66,1,i,3600.038,11.886,8.750000000975007,a,2.163778999356406e7,3.443816908555472e7,4,20,0.1,3
21,s,62,1,i,3600.05,12.577,10.5,a,2.3909433318313807e7,4.116295929027569e7,4,20,0.1,3
22,s,67,1,i,3600.073,9.778,7.100000000000006,a,1.5351585446219472e7,2.2853837401475627e7,4,20,0.1,3
23,s,67,1,i,3600.038,8.863,7.624999999999982,a,2.3026419152364813e7,3.5714939207072705e7,4,20,0.1,3
24,s,56,1,i,3600.047,9.95,9.100000000000001,a,1.9208610005499516e7,3.422068018489677e7,4,20,0.1,3
25,28460,71,1,3600.042,3600.04,9.69,9.545454545454534,2.3479168885365956e7,1.6567491730424743e7,2.347916888536596e7,4,20,0.1,3
26,s,65,1,i,3600.023,19.612,7.692307692307693,a,1.76394595376649e7,2.6832192565810695e7,4,20,0.1,3
27,s,51,1,i,3600.06,9.018,10.285714285714276,a,2.4522362692352932e7,4.102686730507045e7,4,20,0.1,3
28,s,64,1,i,3600.033,9.096,12.833333333333336,a,2.9526574820163697e7,5.011559867446363e7,4,20,0.1,3
29,29699,70,1,3600.062,3600.041,9.133,6.099999999999991,2.702138608933597e7,1.9489675373518985e7,2.7021386089335974e7,4,20,0.1,3
3,s,61,1,i,3600.037,9.132,10.54545664621029,a,2.2007448001147855e7,3.875913035571566e7,4,20,0.1,3
30,29494,78,1,3600.129,3600.035,8.909,7.0,3.018142646954083e7,2.0445857395849176e7,3.0181426469540834e7,4,20,0.1,3
31,s,56,1,i,3600.038,19.416,12.0,a,2.3231832387749434e7,3.9676677903174594e7,4,20,0.1,3
