instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,θ_bb,θ_box,θ_pb
10,s,71,1,i,3600.102,10.348,a,2.0070869697332844e7,3.3287936925909467e7
11,s,81,1,i,3600.041,9.394,a,1.707003523323093e7,2.9098826130792823e7
12,28398,73,1,3600.002,3600.07,9.239,1.8562214196311723e7,1.819091597575984e7,3.0441740968387894e7
13,24652,70,1,3600.049,3600.03,13.338,2.803705211478801e7,1.8487563638599947e7,2.803705211478801e7
14,30153,75,1,3600.152,3600.047,8.995,1.6633135277606886e7,1.0593856987346506e7,1.6633135277606886e7
15,29021,71,1,3600.068,3600.062,9.555,2.4953311306733854e7,1.6472113710375957e7,2.4953311306733858e7
16,s,67,1,i,3600.046,12.367,a,1.7780047187815845e7,2.9530095693805426e7
17,s,59,1,i,3600.027,10.388,a,1.3658050144039702e7,2.4583874393952508e7
18,28900,71,1,3600.204,3600.034,9.465,2.6445532054547876e7,1.6097497492289651e7,2.6445532054547872e7
19,29503,78,1,3600.027,3600.044,9.618,2.275903793307741e7,1.4876803977369584e7,2.2759037933077414e7
1,s,67,1,i,3600.063,12.22,a,1.3890288872136664e7,2.3351134324790318e7
20,s,82,1,i,3600.022,9.672,a,1.408183486718192e7,2.246365348923435e7
21,s,64,1,i,3600.044,11.023,a,1.6406498923745504e7,2.5910723728203204e7
22,s,66,1,i,3600.052,10.889,a,1.6465014559901925e7,2.7482679812963687e7
23,25537,72,1,3600.194,3600.062,12.172,3.379328639377667e7,1.95848755754974e7,3.379328639377668e7
24,28114,69,1,3600.197,3600.056,12.912,2.6036994374744084e7,1.7149528577182848e7,2.6036994374744084e7
25,s,78,1,i,3600.047,9.237,a,2.083357461024194e7,3.497370958451249e7
26,s,70,1,i,3600.041,8.862,a,1.816297253711564e7,3.1259846498918112e7
27,30389,68,1,3600.151,3600.298,8.989,2.5359717106588136e7,1.6627443915289514e7,2.535971710658814e7
28,29481,70,1,3600.002,3600.035,9.395,3.121601589524084e7,1.9230483258812837e7,3.1216015895240836e7
29,s,70,1,i,3600.04,8.914,a,1.7824233272308864e7,2.7836254361370802e7
2,s,72,1,i,3600.134,14.84,a,1.974979313958308e7,3.444086816692805e7
30,s,66,1,i,3600.05,14.873,a,1.9888048104242757e7,3.3188233158423387e7
31,26595,79,1,3600.197,3600.034,10.246,2.9316757006741874e7,1.8075683211304996e7,2.9316757006741874e7
32,27863,84,1,3600.129,3600.053,13.113,1.8213167639196057e7,1.4310837140992515e7,1.8213167639196064e7
33,26791,77,1,3600.117,3600.046,14.333,2.080471118482265e7,1.3589612245174583e7,2.080471118482265e7
34,s,61,1,i,3600.064,9.317,a,1.862963335696609e7,3.159450131934908e7
35,28868,75,1,3600.126,3600.054,9.664,2.034280451239603e7,1.307764854268866e7,2.0342804512396026e7
36,29530,80,1,3600.104,3600.023,9.345,1.9126304783202097e7,1.402611873472664e7,1.9126304783202093e7
37,s,60,1,i,3600.046,9.712,a,2.015195277671443e7,3.713298633774028e7
38,s,72,1,i,3600.047,9.779,a,2.4204029043292753e7,4.286844652230331e7
39,s,73,1,i,3600.123,12.674,a,1.8533648206828773e7,3.0760184424443565e7
3,s,63,1,i,3600.035,9.825,a,1.6506068429847972e7,2.5073526950598143e7
40,s,69,1,i,3600.045,11.172,a,1.700520481366364e7,2.7158420178254947e7
41,29959,72,1,3600.005,3600.041,9.74,2.586153444009582e7,1.5769489687695153e7,2.586153444009582e7
42,35193,91,1,3600.221,3600.053,8.82,1.6022796195484828e7,1.3166173539633896e7,1.602279619548483e7
43,29585,81,1,3600.04,3600.063,9.115,2.871521491316098e7,1.774703890268572e7,2.871521491316098e7
44,s,70,1,i,3600.033,9.827,a,1.9832917074946877e7,3.418232365531821e7
45,27729,83,1,3600.105,3600.058,12.815,2.0555783704867896e7,1.4565574238064677e7,2.05557837048679e7
46,28131,67,1,3600.198,3600.096,13.713,1.7596310631380502e7,1.1626267810965098e7,1.7596310631380502e7
47,s,66,1,i,3600.046,12.444,a,1.64247216952335e7,2.7795420496962033e7
48,28548,78,1,3600.121,3600.057,13.478,2.122639617249833e7,1.484628681450509e7,2.134083837716128e7
49,s,75,1,i,3600.033,9.414,a,1.7212931208457865e7,2.588383326781628e7
4,s,74,1,i,3600.079,10.204,a,1.5817394318713188e7,2.583875041514038e7
50,29127,63,1,3600.002,3600.064,10.583,2.6581637507969927e7,1.6317618971024936e7,2.6581637507969927e7
5,27315,79,1,3600.161,3600.068,12.694,2.5414154168637775e7,1.6822014762900513e7,2.541415416863778e7
6,s,71,1,i,3600.046,12.072,a,1.939881875537019e7,3.1656117300856058e7
7,s,68,1,i,3600.061,12.15,a,1.7070384305602036e7,2.7626037794951245e7
8,30667,81,1,3600.072,3600.03,9.717,2.22539708650775e7,1.678815857411836e7,2.2253970865077503e7
9,s,76,1,i,3600.044,8.875,a,1.962078153258531e7,3.2106452312887195e7
