instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,5,6,1,0.266,2.061,8.899,1.0,1.9237574983637303e7,1.9237574983637303e7,1.923681913453678e7
11,6,5,1,0.285,1.97,9.038,1.0,2.0009624411164925e7,2.0009624411164925e7,2.000962441116493e7
12,6,4,1,0.372,2.587,11.548,3.0,3.819480179242247e7,3.819480179242247e7,3.819361406932064e7
13,4,7,1,0.323,2.519,11.258,2.0,9.205423769717239e6,9.205423769717239e6,9.205423769717239e6
14,8,7,1,0.352,2.408,10.667,3.0,2.592687424004243e7,2.592687424004243e7,2.592687424004243e7
15,4,7,1,0.325,2.616,11.819,2.0,1.0461057645312287e7,1.0461057645312287e7,1.0461057645312289e7
16,6,5,1,0.337,2.496,11.01,2.0,1.1546180611713197e7,1.1546180611713197e7,1.154613518032932e7
17,4,3,1,0.298,2.379,10.541,2.0,2.4878980918230917e6,2.4878980918230917e6,2.4878980918230903e6
18,7,5,1,0.366,2.581,11.287,3.000000000400007,1.4983842791215869e7,1.4983842791215869e7,1.4983842791215867e7
19,9,7,1,0.408,2.574,11.172,2.0,2.4794816191644862e7,2.4794816191644862e7,2.4794816191644862e7
1,6,4,1,0.309,2.216,9.868,4.0,1.512204983408195e7,1.512204983408195e7,1.512162834226865e7
20,8,7,1,0.364,2.375,10.593,1.0,2.048890461167722e7,2.048890461167722e7,2.0488904611677222e7
21,7,4,1,0.359,2.543,11.283,1.0,1.6664305036788186e7,1.6664305036788186e7,1.6664305036788184e7
22,2,1,1,0.332,2.77,12.395,23.0,1998.9382156507927,1998.9382156507927,1998.938215650793
23,7,5,1,0.344,2.481,11.18,1.0,1.809786752406445e7,1.809786752406445e7,1.8097867524064455e7
24,2,1,1,0.296,2.314,10.63,32.0,4090.7817979268393,4090.7817979268393,4090.7817979268398
25,7,4,1,0.412,2.714,11.606,12.0,3.478737804866965e7,3.478737804866965e7,3.47858277608064e7
26,8,6,1,0.421,2.887,12.373,1.0,2.1617654205078706e7,2.1617654205078706e7,2.1617654205078714e7
27,7,7,1,0.389,2.592,11.219,2.1111111111111143,2.8601199051827163e7,2.8601199051827163e7,2.859944015021435e7
28,10,9,1,0.383,2.435,10.597,1.0,3.060895692164008e7,3.060895692164008e7,3.0608392961137842e7
29,2,1,1,0.318,2.648,11.652,34.0,4021.7778397597895,4021.7778397597895,4021.7778397597904
2,7,6,1,0.28,2.057,8.859,2.0,1.1498162231409969e7,1.149902257112429e7,1.1496651643792486e7
30,6,4,1,0.392,2.876,12.152,3.0,1.1924184685926683e7,1.1924184685926683e7,1.1924184685926687e7
31,8,5,1,0.401,2.511,11.115,1.0,2.7940424179467134e7,2.7940424179467134e7,2.7939232580776565e7
32,4,4,1,0.302,2.414,10.52,1.0000000002000036,6.208836794696644e6,6.208836794696644e6,6.208836794696645e6
33,6,6,1,0.354,2.486,10.982,2.0,1.813912291190012e7,1.813912291190012e7,1.813912291190012e7
34,8,6,1,0.475,2.654,12.196,2.0,2.326014709614416e7,2.326014709614416e7,2.3258462120881546e7
35,2,1,1,0.294,2.427,10.933,21.0,3251.499774127473,3251.499774127473,3251.499774127473
