instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,9,9,1,0.343,2.662,11.34,1.0,1.7521244413036365e7,1.7521244413036365e7,1.752124441303637e7
11,6,5,1,0.247,1.982,8.871,3.0,1.0536551895544806e6,1.0536551895544806e6,1.0536551895544804e6
12,6,4,1,0.269,2.115,9.504,6.0,1.2150685083821248e7,1.2150685083821248e7,1.2150685083821252e7
13,7,6,1,0.313,2.417,10.539,4.0,1.3661156775103537e7,1.3661156775103537e7,1.3661156775103534e7
14,6,5,1,0.432,3.35,14.812,1.0,1.1029127725478334e7,1.1029127725478334e7,1.1029127725478332e7
15,8,8,1,0.327,2.084,8.877,1.5555555555555571,1.6120591450773854e7,1.6120591450773854e7,1.6120591450773854e7
16,8,6,1,0.256,1.988,8.825,4.333333333333329,1.9761127023368686e7,1.9761127023368686e7,1.9761127023368686e7
17,4,3,1,0.274,2.202,9.54,6.0,1.3915446790480088e6,1.3915446790480088e6,1.3915446790480085e6
18,7,4,1,0.274,2.174,9.732,2.0,1.1237326671617452e7,1.1237326671617452e7,1.1237326671617454e7
19,3,2,1,0.248,2.408,9.857,25.0,6.433397708512965e6,6.433397708512965e6,6.433397708512966e6
1,6,4,1,0.252,2.044,8.978,1.0,7.531383763928608e6,7.531383763928608e6,7.531383763928608e6
20,8,7,1,0.346,2.567,11.121,5.0,1.0132674400174737e7,1.0132674400174737e7,1.0132674400174737e7
21,5,4,1,0.326,2.442,10.93,15.0,1.2558272247847315e7,1.2558272247847315e7,1.2558272247847315e7
22,5,4,1,0.264,2.194,9.611,1.0,2.2425607984763137e6,2.2425607984763137e6,2.242560798476314e6
23,8,7,1,0.307,2.235,9.6,1.1428571428571388,1.3748288426559597e7,1.3748288426559597e7,1.3748288426559601e7
24,4,5,1,0.247,2.006,9.038,4.0,1.647425783422831e7,1.647425783422831e7,1.647425783422831e7
25,7,5,1,0.31,2.173,9.539,1.0,1.61671175304836e7,1.61671175304836e7,1.6167117530483602e7
26,7,6,1,0.283,2.215,9.795,2.0,1.4277664504477173e7,1.4277664504477173e7,1.4277664504477173e7
27,6,5,1,0.306,2.242,9.551,0.5,1.5860939912854102e7,1.5860939912854102e7,1.5860939912854098e7
28,4,3,1,0.328,2.427,10.533,7.000000000800014,6.3082540052033225e6,6.308254005203323e6,6.3082540052033225e6
29,9,8,1,0.301,2.196,9.46,2.4285714285714306,2.882507771183189e7,2.882507771183189e7,2.8825077711831883e7
2,7,4,1,0.281,2.049,9.077,2.0,1.1237326671617452e7,1.1237326671617452e7,1.1237326671617454e7
30,6,5,1,0.303,2.452,10.852,3.0,1.2701093919528965e7,1.2701093919528965e7,1.2701093919528967e7
31,8,6,1,0.291,2.163,9.47,1.0,1.3416987983328864e7,1.3416987983328864e7,1.3416987983328864e7
32,9,8,1,0.295,2.202,9.457,3.6666666666666643,1.4038511386836465e7,1.4038511386836465e7,1.4038511386836465e7
33,8,4,1,0.28,2.21,9.67,1.0,5.777850594124049e6,5.777850594124049e6,5.777850594124049e6
34,9,7,1,0.266,2.059,9.013,3.0,2.415264607287557e7,2.415264607287557e7,2.4152646072875574e7
35,7,6,1,0.249,2.041,8.997,1.0,9.492059394657537e6,9.492059394657537e6,9.492059394657535e6
36,5,4,1,0.3,2.387,10.477,1.0,3.461509081230009e6,3.461509081230009e6,3.461509081230009e6
37,6,5,1,0.308,2.535,10.212,2.0,1.1410033689255724e7,1.1410033689255724e7,1.141003368925572e7
38,5,4,1,0.272,2.183,9.479,14.0,1.1330163304495908e7,1.1330163304495908e7,1.1330163304495908e7
39,7,6,1,0.348,2.713,11.539,1.0000000002000036,1.1694462028270382e7,1.1694462028270382e7,1.1694462028270382e7
3,7,6,1,0.312,2.111,9.139,2.0,2.0395574542988375e7,2.0395574542988375e7,2.039557454298837e7
40,7,6,1,0.275,2.355,10.106,3.8333333333333286,1.5069195405918878e7,1.5069195405918878e7,1.5069195405918878e7
41,4,2,1,0.288,2.059,9.138,31.0,6.101119985711252e6,6.101119985711252e6,6.101119985711251e6
42,4,3,1,0.297,2.413,10.482,2.0,210062.67555445136,210062.67555445133,210062.67555445113
43,7,6,1,0.322,2.564,10.054,1.0,1.5189656634888463e7,1.5189656634888463e7,1.518965663488846e7
44,4,3,1,0.363,2.724,12.243,3.0,8.638479046312142e6,8.638479046312142e6,8.63847904631214e6
