instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,12,11,1,0.483,2.804,12.244,1.0000000002000036,3.1529393560833253e7,3.1529393560833253e7,3.1529393560833253e7
11,14,13,1,0.551,3.186,13.755,1.4444444444444429,3.43069168442236e7,3.43069168442236e7,3.43069168442236e7
12,18,17,1,0.65,2.862,11.558,1.0,4.2557443997490816e7,4.2557443997490816e7,4.255744399749081e7
13,14,11,1,0.599,3.223,12.543,2.0,3.0132975358277906e7,3.0132975358277906e7,3.0132975358277902e7
14,14,12,1,0.488,2.56,10.429,1.0000000002000036,3.214728596686583e7,3.214728596686583e7,3.2147285966865826e7
15,15,14,1,0.568,2.809,11.319,0.75,3.603919645005062e7,3.603919645005062e7,3.6039196450050615e7
16,10,11,1,0.514,3.172,13.399,2.0,2.6343257451726146e7,2.6343257451726146e7,2.6343257451726142e7
17,16,15,1,0.648,2.637,10.524,0.625,3.699211939051354e7,3.699211939051354e7,3.699211939051355e7
18,18,18,1,0.656,2.745,10.518,1.4444444444444429,3.388169571975981e7,3.388169571975981e7,3.388169571975981e7
19,13,12,1,0.512,3.306,13.616,1.0,3.0558307081048287e7,3.0558307081048287e7,3.055830708104828e7
1,18,17,1,0.848,3.191,12.463,0.75,3.802154965672183e7,3.802154965672183e7,3.802154965672184e7
20,16,15,1,0.561,2.587,11.114,0.6666666666666679,3.443816908555472e7,3.443816908555472e7,3.443816908555472e7
21,15,15,1,0.55,2.852,11.131,1.0000000002000036,4.116295929027569e7,4.116295929027569e7,4.116295929027569e7
22,13,13,1,0.549,3.307,12.188,1.1428571428571423,2.285383740147562e7,2.285383740147562e7,2.2853837401475627e7
23,15,13,1,0.823,3.17,12.371,0.7142857142857153,3.5714939207072705e7,3.5714939207072705e7,3.5714939207072705e7
24,19,18,1,0.868,3.189,12.371,0.22222222222222143,3.422068018489677e7,3.422068018489677e7,3.422068018489677e7
25,12,12,1,0.535,3.436,13.77,0.7142857142857117,2.3479168885365956e7,2.3479168885365956e7,2.347916888536596e7
26,15,15,1,0.499,2.41,9.45,1.0,2.683219256581069e7,2.683219256581069e7,2.6832192565810695e7
27,16,16,1,0.631,2.59,10.332,1.0,4.102686730507045e7,4.102686730507045e7,4.102686730507045e7
28,18,17,1,0.642,2.571,9.866,0.30000000000001015,5.0115598674463645e7,5.0115598674463645e7,5.011559867446363e7
29,11,11,1,0.454,2.99,10.687,2.0,2.7021386089335974e7,2.7021386089335974e7,2.7021386089335974e7
2,14,13,1,0.726,3.237,12.59,0.500000000000009,2.6510354318149246e7,2.6510354318149246e7,2.6510354318149246e7
30,10,10,1,0.326,2.022,9.069,1.0000000002000036,3.0181426469540842e7,3.0181426469540842e7,3.0181426469540834e7
